图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,丝瓜-预测置信度,人参果-预测置信度,佛手瓜-预测置信度,冬瓜-预测置信度,南瓜-预测置信度,哈密瓜-预测置信度,木瓜-预测置信度,甜瓜-伊丽莎白-预测置信度,甜瓜-白-预测置信度,甜瓜-绿-预测置信度,甜瓜-金-预测置信度,白兰瓜-预测置信度,羊角蜜-预测置信度,苦瓜-预测置信度,西瓜-预测置信度,西葫芦-预测置信度,黄瓜-预测置信度
melon17_split/val/丝瓜/163.jpg,0,丝瓜,15.0,西葫芦,12.0,羊角蜜,0.0,丝瓜,1.0,0.11174305,0.00057476456,0.039832316,0.0030791187,8.99392e-06,0.0003171115,0.0012646111,3.854671e-06,3.517057e-05,0.0065419916,0.0002481715,7.23783e-05,0.124367274,0.037645176,3.2411714e-05,0.65621495,0.018018633
melon17_split/val/丝瓜/170.jpeg,0,丝瓜,0.0,丝瓜,16.0,黄瓜,13.0,苦瓜,1.0,0.60614043,0.0003215481,0.060569983,0.03430941,0.000833544,0.0014165275,0.0020838263,0.00023631341,0.010076087,0.0026970988,0.0018556229,0.0028415474,0.015815267,0.077429086,0.00013427282,0.047303062,0.13593633
melon17_split/val/丝瓜/171.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,16.0,黄瓜,1.0,0.9421876,8.497922e-05,0.006919095,0.0017498208,0.0007575027,0.0006216292,0.00020625557,1.3206254e-05,4.7074365e-05,1.1735607e-05,0.000138411,0.00014792892,0.0015113463,0.03441423,3.5476944e-05,0.00090367097,0.010249987
melon17_split/val/丝瓜/174.jpg,0,丝瓜,0.0,丝瓜,3.0,冬瓜,12.0,羊角蜜,1.0,0.51070887,0.00041975407,0.04832213,0.2733909,0.0003202613,0.0039143236,0.00096870924,0.0006177177,0.022227792,0.001420183,0.00014948241,0.020847809,0.06104516,0.016915217,0.0077757146,0.001110932,0.029845076
melon17_split/val/丝瓜/176.jpg,0,丝瓜,0.0,丝瓜,12.0,羊角蜜,13.0,苦瓜,1.0,0.9948086,1.1855803e-05,0.00016556922,1.4295455e-05,5.3613818e-05,0.00019718352,0.00017088246,2.0894719e-05,8.794032e-06,3.8718304e-06,6.5870663e-06,3.4895627e-05,0.002024176,0.0016744415,2.9775097e-06,1.5716785e-05,0.00078568084
melon17_split/val/丝瓜/190.jpg,0,丝瓜,0.0,丝瓜,16.0,黄瓜,14.0,西瓜,1.0,0.8605628,0.0012994724,0.015598651,0.0024752072,0.01727924,0.00058857823,0.00018145997,0.00015025135,2.6194895e-05,0.00013757394,0.00046839885,0.0001069268,0.001839288,0.014891193,0.018226026,0.0037026252,0.062466167
melon17_split/val/丝瓜/191.jpg,0,丝瓜,0.0,丝瓜,2.0,佛手瓜,15.0,西葫芦,1.0,0.6143753,0.000351231,0.24203399,0.010341497,0.0035183681,0.0044998876,0.00046636685,0.00020659997,0.017241288,0.014958991,0.00014250336,0.004203232,0.016398368,0.010485272,0.00021478841,0.043394193,0.01716811
melon17_split/val/丝瓜/193.jpg,0,丝瓜,1.0,人参果,2.0,佛手瓜,16.0,黄瓜,0.0,0.009083248,0.17891926,0.1414183,0.027013741,0.00037256576,0.09388321,0.019702476,0.008694205,0.08585322,0.00039819654,0.0012109642,0.056303702,0.11171133,0.09155573,0.017847724,0.029571181,0.12646095
melon17_split/val/丝瓜/195.jpg,0,丝瓜,0.0,丝瓜,16.0,黄瓜,2.0,佛手瓜,1.0,0.5894216,0.004998033,0.048063427,0.030257603,0.0012402297,0.00026524148,0.01004428,0.00047921366,0.0018372283,0.0001972494,7.6471944e-05,0.0010772502,0.0035369322,0.04598642,0.012695696,0.009880616,0.2399425
melon17_split/val/丝瓜/196.jpg,0,丝瓜,16.0,黄瓜,3.0,冬瓜,0.0,丝瓜,1.0,0.052029993,0.00085318927,0.0011007257,0.06728829,0.00073779695,0.0007571294,0.0001358331,0.0012842834,0.007278261,0.00015779833,5.021063e-05,0.0005758967,0.00056620745,0.0145977065,0.00393472,0.0021458638,0.8465062
melon17_split/val/丝瓜/3.jpg,0,丝瓜,0.0,丝瓜,15.0,西葫芦,16.0,黄瓜,1.0,0.82637113,1.8324793e-07,0.00012389278,0.00029848822,3.800935e-05,1.0222051e-05,1.3150288e-06,3.7206576e-08,1.7523428e-08,2.958743e-07,3.9893976e-07,1.0032041e-06,0.0011012508,0.000364947,7.2015587e-07,0.12698412,0.044704057
melon17_split/val/丝瓜/31.jpg,0,丝瓜,0.0,丝瓜,12.0,羊角蜜,16.0,黄瓜,1.0,0.6745363,0.00087768864,0.010379944,0.00807668,7.4918775e-05,0.0017663657,0.001717503,5.4625554e-05,0.001045915,0.00021811623,0.00032483542,8.6936714e-05,0.21553572,0.027873497,0.00061792287,0.02272178,0.034091294
melon17_split/val/丝瓜/41.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,16.0,黄瓜,1.0,0.6616233,8.044873e-07,0.012910239,0.00033073372,1.3295636e-05,3.0258287e-05,1.2850051e-05,6.925576e-07,1.1649067e-05,5.7887883e-05,3.2762953e-06,8.743823e-06,0.0049427412,0.15227258,2.9621157e-05,0.06336495,0.10438632
melon17_split/val/丝瓜/5.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,16.0,黄瓜,1.0,0.549416,0.0009395115,0.011230822,0.014531712,0.02200731,0.0057075354,0.0019356933,8.480274e-05,4.333581e-05,7.748598e-05,3.337872e-05,0.00021474122,0.0015536944,0.20904861,0.012972754,0.0013352972,0.16886725
melon17_split/val/丝瓜/53.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,16.0,黄瓜,1.0,0.95449275,0.000101671125,0.0002562861,0.00019324043,9.215508e-05,0.00010866831,0.00020346028,3.7663672e-06,4.1758787e-05,2.177337e-05,6.9401317e-06,4.6018147e-05,0.00096691895,0.030275963,0.00020151264,0.005858033,0.0071290624
melon17_split/val/丝瓜/60.jpg,0,丝瓜,0.0,丝瓜,16.0,黄瓜,12.0,羊角蜜,1.0,0.8018834,2.3127915e-05,0.0007370098,0.011691671,1.8079294e-05,1.22999645e-05,4.0342206e-06,2.3641912e-08,1.5598456e-05,5.108943e-06,1.0925604e-05,4.5096835e-06,0.011846626,0.008473745,3.411753e-05,0.00075377285,0.164486
melon17_split/val/丝瓜/62.jpg,0,丝瓜,0.0,丝瓜,16.0,黄瓜,15.0,西葫芦,1.0,0.47551325,0.0035721273,0.0020204203,0.031219035,0.0027312636,0.0041509443,0.0038280159,5.8174486e-05,7.502035e-05,0.0001630538,0.0007219991,0.0006415129,0.01419825,0.0076254304,0.0081592165,0.08354635,0.36177593
melon17_split/val/丝瓜/72.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,12.0,羊角蜜,1.0,0.79239446,0.0008062768,0.0031695548,0.01860881,0.00017738393,0.00031481072,0.00018040842,2.255857e-05,0.0047618942,0.00011399471,0.0027120207,0.00042426132,0.051743705,0.078580484,8.7127235e-05,0.00879394,0.037108235
melon17_split/val/丝瓜/76.jpeg,0,丝瓜,3.0,冬瓜,2.0,佛手瓜,16.0,黄瓜,0.0,0.030908808,0.0016694813,0.11434338,0.64920884,4.272078e-05,0.0016004536,0.0016069214,0.00063056895,0.034223627,0.0032218276,0.00019038064,0.01169982,0.00041763624,0.023258938,0.004426677,0.03744555,0.08510432
melon17_split/val/丝瓜/79.jpg,0,丝瓜,0.0,丝瓜,12.0,羊角蜜,16.0,黄瓜,1.0,0.39115593,0.014623965,0.07337369,0.0081342785,0.00021661339,0.007555008,0.0020474747,3.5935514e-05,0.0010167034,6.933328e-05,0.00013473762,0.0005720787,0.3095389,0.05518669,0.00056515605,0.0058850753,0.1298885
melon17_split/val/丝瓜/82.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,16.0,黄瓜,1.0,0.67439514,0.0048014163,0.02982416,0.005324337,0.0057480503,0.007425793,0.00082099903,0.00017059843,0.00092632143,0.000845956,0.0005793177,0.0009828114,0.008593647,0.19311483,0.0013287398,0.004633666,0.06048433
melon17_split/val/丝瓜/86.jpg,0,丝瓜,0.0,丝瓜,12.0,羊角蜜,13.0,苦瓜,1.0,0.8927457,0.007794932,0.012097669,0.012485565,0.0002403293,0.0015949691,0.009268865,0.0004935909,0.0022455407,0.00015103252,0.00023918922,0.0024930022,0.028511113,0.015305746,0.00037091158,0.001086763,0.012875088
melon17_split/val/丝瓜/91.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,16.0,黄瓜,1.0,0.975206,3.439557e-06,0.0003554824,4.9274386e-05,6.1236475e-05,1.8013056e-05,6.05922e-06,1.7172866e-06,4.1744153e-07,5.9758486e-06,2.475677e-06,8.105489e-06,6.4416374e-05,0.017071016,1.403878e-05,5.9178117e-05,0.0070730853
melon17_split/val/丝瓜/93.jpg,0,丝瓜,15.0,西葫芦,0.0,丝瓜,13.0,苦瓜,1.0,0.20391259,0.040988583,0.11692938,0.046540473,0.0003286733,0.0086095445,0.0016755568,0.00010120611,0.009863208,0.0014194686,0.00017669622,0.02295398,0.031234149,0.14215696,0.0060095023,0.23085976,0.13624029
melon17_split/val/丝瓜/95.jpg,0,丝瓜,0.0,丝瓜,16.0,黄瓜,15.0,西葫芦,1.0,0.9106508,8.011059e-05,0.00232456,6.8572495e-05,0.0011964372,0.00019936243,7.0488004e-06,3.4449401e-06,2.4671834e-05,5.7425037e-05,1.2093218e-05,2.6542952e-05,0.010345185,0.012134474,1.0511295e-06,0.018291729,0.044576503
melon17_split/val/丝瓜/96.jpg,0,丝瓜,0.0,丝瓜,13.0,苦瓜,16.0,黄瓜,1.0,0.5429521,8.943574e-05,0.01395477,0.004090547,3.658107e-05,6.828751e-05,0.004636274,3.995071e-05,0.0028062717,0.00036322346,3.3368085e-06,0.0006441468,0.00036717398,0.3087771,8.140336e-05,0.008324093,0.112765275
melon17_split/val/丝瓜/98.jpg,0,丝瓜,0.0,丝瓜,16.0,黄瓜,3.0,冬瓜,1.0,0.9744539,0.0003534772,0.0015401419,0.0070978603,8.2055785e-06,0.0010019185,0.00055015157,2.4902078e-05,0.00105923,5.8485684e-06,7.876311e-06,0.00045662327,0.0032969043,0.00095707225,0.00016052686,0.00011830268,0.008907149
melon17_split/val/人参果/102.jpg,1,人参果,1.0,人参果,5.0,哈密瓜,6.0,木瓜,1.0,4.7108704e-05,0.9362326,0.0006986743,0.00078523875,0.003039053,0.017242821,0.015872616,0.0005900253,0.0015114849,0.010595534,0.0006788158,0.009174327,0.003329916,0.00012299177,3.35504e-05,3.003048e-05,1.509745e-05
melon17_split/val/人参果/104.jpg,1,人参果,1.0,人参果,8.0,甜瓜-白,6.0,木瓜,1.0,6.0956218e-06,0.9963081,3.1492556e-05,1.220379e-05,8.02014e-05,8.066916e-05,0.00014092775,9.646114e-06,0.0030877623,0.00010737578,2.7261844e-05,3.661439e-05,8.367026e-06,9.659641e-07,5.127062e-05,9.331706e-06,1.7741944e-06
melon17_split/val/人参果/106.jpg,1,人参果,2.0,佛手瓜,1.0,人参果,13.0,苦瓜,1.0,0.0054785223,0.15174879,0.8089319,0.0012860644,0.00022320052,2.7901811e-05,0.0012622069,6.9130394e-05,0.00059579295,0.0042785513,0.00013450763,0.0014527082,0.0071387645,0.010635931,0.001340685,0.0029857468,0.0024096454
melon17_split/val/人参果/11.jpg,1,人参果,1.0,人参果,6.0,木瓜,11.0,白兰瓜,1.0,5.8448288e-05,0.9287083,0.0031765397,0.0019825606,0.00031771528,0.012076088,0.022426525,0.001416171,0.0040173987,0.004426438,0.000121716825,0.015154676,0.0035166217,0.00029030757,0.0002101398,0.0020765201,2.3870678e-05
melon17_split/val/人参果/112.jpg,1,人参果,1.0,人参果,5.0,哈密瓜,6.0,木瓜,1.0,2.4301902e-05,0.9324681,0.0005152154,1.08399245e-05,0.0021687013,0.060615245,0.0028877023,4.130031e-05,0.00058790954,0.00032234867,1.8700062e-05,4.750691e-05,5.2294243e-05,0.00022214257,2.6218513e-06,4.887115e-06,1.01907835e-05
melon17_split/val/人参果/119.jpg,1,人参果,1.0,人参果,4.0,南瓜,6.0,木瓜,1.0,1.1892512e-05,0.94430566,4.868035e-07,0.00011103985,0.02267696,0.0025910668,0.021911392,0.004740521,0.00020354036,3.827252e-05,0.0026253373,0.00012160918,3.537126e-05,1.2676269e-07,0.0005899653,3.3123848e-05,3.5835794e-06
melon17_split/val/人参果/129.png,1,人参果,1.0,人参果,8.0,甜瓜-白,11.0,白兰瓜,1.0,1.5623249e-06,0.9910222,3.2968812e-05,1.5973737e-05,7.593099e-05,0.00022227256,0.00071040884,0.00068914215,0.00429748,0.00062268006,0.00016488195,0.001622583,4.0464847e-06,7.2567326e-07,0.0005141079,2.1587364e-06,7.335512e-07
melon17_split/val/人参果/135.jpg,1,人参果,1.0,人参果,4.0,南瓜,5.0,哈密瓜,1.0,0.00012420717,0.65544665,4.2916912e-05,4.488509e-05,0.25891516,0.027422749,0.0031409094,0.0063510677,0.0032150212,0.027291557,0.014559386,0.002557054,0.0005610132,2.0460857e-05,0.00012706273,0.00017241894,7.4902505e-06
melon17_split/val/人参果/144.jpg,1,人参果,1.0,人参果,4.0,南瓜,8.0,甜瓜-白,1.0,0.00017691763,0.8918693,0.009573673,0.0007042564,0.06980536,0.00284118,0.00046451457,0.00085289835,0.021245897,9.992759e-05,0.00014452601,0.00080931815,5.2917097e-05,0.0008464406,0.00038071108,1.4900509e-05,0.00011731452
melon17_split/val/人参果/146.jpg,1,人参果,1.0,人参果,2.0,佛手瓜,14.0,西瓜,1.0,3.5422015e-06,0.9988763,0.00061643147,4.1304123e-05,3.2884748e-06,1.0610503e-06,6.2921594e-05,3.4583552e-06,2.2048329e-05,6.761468e-05,9.06424e-06,3.443153e-05,1.12783055e-05,1.2893096e-05,0.00017541091,1.2594715e-05,4.6383797e-05
melon17_split/val/人参果/157.jpg,1,人参果,1.0,人参果,4.0,南瓜,5.0,哈密瓜,1.0,0.000114655566,0.77002764,0.00017083922,0.0008227249,0.14747205,0.067669086,0.008584252,0.00095138955,0.00026815143,0.0002610905,0.0027281016,0.00047282953,2.8192813e-05,3.357284e-05,0.00033861285,1.0085278e-05,4.6717985e-05
melon17_split/val/人参果/168.jpg,1,人参果,1.0,人参果,4.0,南瓜,3.0,冬瓜,1.0,0.00024826959,0.9088607,0.013157111,0.020012856,0.0323718,0.0022906691,0.0066132937,0.004023644,0.0024353997,0.0017923326,0.0015730452,0.00064609747,0.00022897682,0.0011935934,0.00128471,0.00042181966,0.0028457097
melon17_split/val/人参果/170.jpeg,1,人参果,1.0,人参果,11.0,白兰瓜,5.0,哈密瓜,1.0,1.3530007e-06,0.6505137,1.7175311e-07,0.00016086982,4.0254105e-05,0.12205363,0.001062373,0.014872017,0.040652435,0.0014778199,0.00016731773,0.16864093,2.1576438e-06,4.9259296e-07,0.0003538225,4.9829777e-07,1.6550985e-07
melon17_split/val/人参果/171.jpeg,1,人参果,13.0,苦瓜,1.0,人参果,2.0,佛手瓜,1.0,0.042877167,0.37084827,0.0604682,0.013573268,0.0048540025,0.0022206218,0.0068998393,0.0005847913,0.00032870518,0.002944344,0.00052884035,0.00079158053,0.01658191,0.41723317,0.015533129,0.00929126,0.034440957
melon17_split/val/人参果/173.jpeg,1,人参果,1.0,人参果,5.0,哈密瓜,4.0,南瓜,1.0,0.00013543636,0.9215089,0.0015216945,0.00077961443,0.01770735,0.035402007,0.0041985526,0.0018546988,0.0054621994,0.0021136983,0.006304548,0.0023622897,7.368633e-05,7.010877e-05,0.0003727746,3.505574e-05,9.7365075e-05
melon17_split/val/人参果/178.png,1,人参果,1.0,人参果,14.0,西瓜,6.0,木瓜,1.0,5.2403936e-07,0.999275,2.6616252e-07,2.0992575e-05,0.00014398727,1.0639066e-05,0.0001580402,8.601199e-06,3.337468e-05,3.0297333e-05,3.057981e-05,5.6769995e-06,2.9468938e-06,1.0195422e-07,0.0002781636,4.2454357e-07,3.5581039e-07
melon17_split/val/人参果/185.jpg,1,人参果,1.0,人参果,8.0,甜瓜-白,10.0,甜瓜-金,1.0,1.1305846e-06,0.96290934,4.1041906e-07,3.4259538e-05,1.7524211e-05,0.00011268312,5.2281423e-05,0.001269598,0.029966628,0.0017688997,0.0023064145,0.0013981157,5.532745e-07,4.1929206e-07,0.00015902208,2.4931103e-06,2.5184974e-07
melon17_split/val/人参果/2.jpeg,1,人参果,8.0,甜瓜-白,1.0,人参果,11.0,白兰瓜,1.0,0.014165707,0.26673898,0.00021427924,0.029814685,0.0010707977,0.016882565,0.01701793,0.12048878,0.32706967,0.005368571,0.048063703,0.14081115,0.00012157622,0.001576947,0.0031671608,0.0068585137,0.0005690384
melon17_split/val/人参果/23.jpg,1,人参果,1.0,人参果,8.0,甜瓜-白,4.0,南瓜,1.0,0.0011840521,0.8909552,0.0017369394,0.0063241,0.01799425,0.0033423663,0.01010889,0.00336842,0.030069007,0.0081714755,0.01466967,0.0032821156,0.002449378,0.004176084,0.00020632519,0.0012376012,0.0007242057
melon17_split/val/人参果/25.jpg,1,人参果,1.0,人参果,14.0,西瓜,8.0,甜瓜-白,1.0,1.3897804e-05,0.98125046,1.5991272e-05,6.9404916e-05,4.7393543e-05,3.0712596e-05,3.494581e-05,7.973021e-05,0.0011914481,7.930497e-06,2.2668219e-05,0.0006264064,9.73641e-07,1.0109094e-05,0.016585167,2.327048e-06,1.0449793e-05
melon17_split/val/人参果/27.jpeg,1,人参果,1.0,人参果,14.0,西瓜,12.0,羊角蜜,1.0,2.8599787e-05,0.9935702,0.0009194325,0.0006408077,7.313184e-05,1.0811727e-05,0.0006683692,3.773336e-05,0.00012621621,0.00046339343,4.600478e-06,0.00044423682,0.001133204,0.00021409537,0.001549739,1.9098527e-06,0.00011344254
melon17_split/val/人参果/31.jpg,1,人参果,1.0,人参果,6.0,木瓜,7.0,甜瓜-伊丽莎白,1.0,0.0012830643,0.5628184,0.00093654095,0.0098436335,0.01620651,0.0140107935,0.12280031,0.11545017,0.012530153,0.005818258,0.005073705,0.057779122,0.00015492665,0.00048909284,0.07101984,0.0030239164,0.00076156075
melon17_split/val/人参果/42.jpg,1,人参果,1.0,人参果,11.0,白兰瓜,6.0,木瓜,1.0,0.00017821847,0.97371304,0.00027702336,0.002776003,0.0007616603,0.0014703054,0.0039378796,0.0031590285,0.0038190691,0.0013035479,0.0024384067,0.0052595045,0.00021377043,0.00010253893,0.00026303867,0.00031956853,7.458966e-06
melon17_split/val/人参果/45.jpeg,1,人参果,1.0,人参果,5.0,哈密瓜,10.0,甜瓜-金,1.0,2.1170256e-06,0.9985684,7.409817e-07,4.5324996e-05,0.00027277568,0.00029391065,1.858041e-06,1.710155e-05,0.00013425651,7.2994975e-05,0.0002875497,0.00011430445,1.6489424e-06,5.404588e-07,0.0001819497,3.1454492e-06,1.2956431e-06
melon17_split/val/人参果/46.jpg,1,人参果,1.0,人参果,5.0,哈密瓜,4.0,南瓜,1.0,0.00045528813,0.8266913,2.625815e-05,0.00013990498,0.04143991,0.042684138,0.021949382,0.024817899,0.028770648,0.00019956355,0.007518246,0.004613832,0.00011632637,0.00026043787,4.6147383e-05,0.00026582566,4.9270275e-06
melon17_split/val/人参果/49.jpg,1,人参果,1.0,人参果,14.0,西瓜,4.0,南瓜,1.0,1.205251e-05,0.97898656,8.97044e-05,0.00019121505,0.0029574197,0.00051420287,0.00032984692,0.0006635614,0.001818459,0.0021316502,0.0006699167,0.00013915397,3.719944e-05,4.746704e-07,0.011421758,3.4780103e-05,1.9987174e-06
melon17_split/val/人参果/52.png,1,人参果,1.0,人参果,14.0,西瓜,10.0,甜瓜-金,1.0,1.3436035e-06,0.99980885,2.5710509e-07,2.2958227e-06,1.6168628e-05,1.6663445e-05,3.5847916e-06,2.0929715e-06,7.323087e-06,9.537935e-06,3.3716475e-05,2.1253431e-06,2.7734946e-05,8.532541e-09,6.696988e-05,4.2902147e-07,9.581454e-07
melon17_split/val/人参果/64.jpg,1,人参果,11.0,白兰瓜,1.0,人参果,6.0,木瓜,1.0,0.0006338407,0.16780454,0.00092819246,0.0019528313,0.04594451,0.05517466,0.14800917,0.1372678,0.033227623,0.012269628,0.13446514,0.24296403,0.012561037,6.602947e-05,0.0039307764,0.0023166272,0.00048359888
melon17_split/val/人参果/69.jpg,1,人参果,1.0,人参果,5.0,哈密瓜,8.0,甜瓜-白,1.0,1.3149231e-06,0.9251703,0.0010538539,0.00026351196,0.00024952096,0.029128335,0.00036558334,0.0024800869,0.027286213,0.002174897,0.004204517,0.0074214777,6.1130304e-05,4.1783032e-06,0.0001287216,2.283311e-06,4.089196e-06
melon17_split/val/人参果/70.jpg,1,人参果,1.0,人参果,8.0,甜瓜-白,5.0,哈密瓜,1.0,5.714985e-06,0.98879015,3.769887e-05,0.00012145079,1.7797005e-05,0.0028703022,0.00053147733,3.752698e-05,0.006093008,0.00032461152,0.0006136654,0.00015062645,0.000237712,3.5154142e-06,7.3648655e-05,4.3662156e-05,4.7416834e-05
melon17_split/val/人参果/81.jpg,1,人参果,1.0,人参果,8.0,甜瓜-白,0.0,丝瓜,1.0,0.0023176803,0.98609924,0.00080826465,0.0013210846,0.00012858656,8.124344e-05,1.5548138e-05,4.07767e-06,0.005710902,0.0003657733,5.4263208e-05,0.00019729743,0.0016255926,5.5273646e-05,0.00011876172,4.7228797e-05,0.0010492307
melon17_split/val/人参果/89.jpg,1,人参果,1.0,人参果,2.0,佛手瓜,8.0,甜瓜-白,1.0,7.2463525e-05,0.99157435,0.002777337,0.0009102587,0.00019426453,0.00062817393,0.00016710658,0.0004079338,0.0014967235,0.00025149362,4.3064854e-05,0.0007637888,0.00033872906,3.0122803e-05,9.306348e-05,3.0807838e-05,0.0002203141
melon17_split/val/人参果/9.jpg,1,人参果,1.0,人参果,4.0,南瓜,6.0,木瓜,1.0,0.0064608552,0.9328864,0.00014203561,0.00059109565,0.021552047,0.0042801006,0.011869468,0.0047337217,0.00045050666,0.0017150766,0.010255645,0.000387738,0.0011111365,0.0004024089,0.0013030622,0.0008983286,0.00096032035
melon17_split/val/人参果/93.jpg,1,人参果,2.0,佛手瓜,13.0,苦瓜,16.0,黄瓜,0.0,0.037775107,0.013610642,0.5461859,0.012440724,0.000115147974,0.00021805387,0.00041157383,1.09457715e-05,0.0019078009,0.0006600837,1.8883273e-05,0.0015791251,0.007928131,0.30326355,0.004368189,0.0035620597,0.065944105
melon17_split/val/人参果/96.jpeg,1,人参果,1.0,人参果,8.0,甜瓜-白,5.0,哈密瓜,1.0,0.013907139,0.43042442,0.0006928341,0.014756676,0.001228045,0.112368144,0.000318974,0.0017996741,0.4027882,0.0024989573,0.00053751224,0.0031908397,0.0008143243,0.0023461434,2.5011293e-05,0.0067604766,0.0055426015
melon17_split/val/人参果/97.jpg,1,人参果,1.0,人参果,3.0,冬瓜,9.0,甜瓜-绿,1.0,0.0013956133,0.91191643,0.0038920122,0.031585515,0.00085268525,0.00015173586,0.007790151,0.00016311844,0.0019955456,0.016149765,0.0023406942,0.0010308179,0.0025543799,0.00045371387,0.012645151,0.00030188684,0.0047808783
melon17_split/val/佛手瓜/10.jpeg,2,佛手瓜,2.0,佛手瓜,1.0,人参果,3.0,冬瓜,1.0,0.00029391205,0.042192414,0.9474465,0.0027901453,0.00081299327,3.963845e-05,0.00087910146,3.8803995e-05,9.7076765e-05,0.00024154746,1.9775793e-05,0.00020163653,0.001808234,0.0018192575,0.0005471403,8.272062e-05,0.00068910356
