X,Y,Z,标注类别名称,预测类别,图像路径
19.00634,-237.87987,1.4104981,柠檬,柠檬,fruit30_split/val/柠檬/104.jpeg
9.4365835,-126.202614,-67.53978,柠檬,柚子,fruit30_split/val/柠檬/106.jpg
-137.19792,-315.705,-232.21191,柠檬,脐橙,fruit30_split/val/柠檬/11.jpg
-59.24522,121.261925,-355.08325,柠檬,柠檬,fruit30_split/val/柠檬/12.jpg
-105.38582,-30.269705,63.693253,柠檬,柠檬,fruit30_split/val/柠檬/129.jpeg
117.13907,-258.6105,-75.932755,柠檬,柠檬,fruit30_split/val/柠檬/132.jpg
96.18869,-264.58704,7.9485493,柠檬,柠檬,fruit30_split/val/柠檬/142.jpg
331.0476,-234.15439,-158.04291,柠檬,柠檬,fruit30_split/val/柠檬/144.jpg
148.02504,-191.41321,-196.93336,柠檬,黄瓜,fruit30_split/val/柠檬/145.jpg
16.332909,-184.09122,89.03811,柠檬,柠檬,fruit30_split/val/柠檬/146.jpg
-72.31437,-316.5769,129.9187,柠檬,柠檬,fruit30_split/val/柠檬/15.jpg
68.505875,-53.085564,-105.89281,柠檬,苹果-青,fruit30_split/val/柠檬/152.jpg
-47.217796,-381.2399,90.28786,柠檬,柠檬,fruit30_split/val/柠檬/160.jpg
-33.69431,-255.86475,23.074514,柠檬,柠檬,fruit30_split/val/柠檬/166.jpg
-56.984703,231.25713,-15.404594,柠檬,柠檬,fruit30_split/val/柠檬/173.jpg
-103.81902,-363.43182,191.95496,柠檬,柠檬,fruit30_split/val/柠檬/186.jpeg
-453.43143,85.348206,-153.75912,柠檬,柠檬,fruit30_split/val/柠檬/190.jpeg
-10.452338,-205.56363,5.7959657,柠檬,柠檬,fruit30_split/val/柠檬/36.jpg
-99.42561,-318.05807,187.84872,柠檬,柠檬,fruit30_split/val/柠檬/37.jpg
-56.739864,-345.03394,158.71295,柠檬,柠檬,fruit30_split/val/柠檬/4.jpg
372.49817,-235.35162,39.033607,柠檬,柠檬,fruit30_split/val/柠檬/41.jpg
-20.327028,-349.1214,216.74944,柠檬,柠檬,fruit30_split/val/柠檬/46.jpg
-25.443483,-220.19466,61.438667,柠檬,柠檬,fruit30_split/val/柠檬/66.jpeg
-63.658504,-326.6761,85.71963,柠檬,柠檬,fruit30_split/val/柠檬/80.jpg
-1.2722994,-326.96814,178.0518,柠檬,柠檬,fruit30_split/val/柠檬/82.jpg
59.118702,-229.65166,44.65509,柠檬,柠檬,fruit30_split/val/柠檬/87.jpg
-37.21223,-250.89633,-20.134737,柠檬,柠檬,fruit30_split/val/柠檬/91.jpg
-146.2848,-148.13602,243.26878,柠檬,柠檬,fruit30_split/val/柠檬/93.jpg
-167.41357,-49.225197,83.563255,柠檬,葡萄-白,fruit30_split/val/柠檬/98.jpg
61.202057,91.63865,-424.49234,桂圆,桂圆,fruit30_split/val/桂圆/101.jpg
-28.650864,157.85684,-496.2596,桂圆,桂圆,fruit30_split/val/桂圆/102.jpg
-254.51674,361.31326,-16.712046,桂圆,桂圆,fruit30_split/val/桂圆/109.jpg
-1.7327256,9.91484,-433.83975,桂圆,桂圆,fruit30_split/val/桂圆/122.jpg
-19.527386,88.13667,-384.09814,桂圆,桂圆,fruit30_split/val/桂圆/135.jpg
-36.56019,19.417736,-473.67874,桂圆,桂圆,fruit30_split/val/桂圆/138.jpg
82.13051,92.14814,-307.2737,桂圆,桂圆,fruit30_split/val/桂圆/144.jpg
9.605379,66.67588,-424.1464,桂圆,桂圆,fruit30_split/val/桂圆/145.jpeg
-10.545792,13.41031,-392.631,桂圆,桂圆,fruit30_split/val/桂圆/151.jpg
-79.62044,82.34454,-384.81155,桂圆,桂圆,fruit30_split/val/桂圆/152.jpg
19.820652,74.43092,-311.08557,桂圆,桂圆,fruit30_split/val/桂圆/157.jpg
-0.46228787,19.345657,-295.70953,桂圆,桂圆,fruit30_split/val/桂圆/168.jpeg
-225.33136,407.58228,52.639046,桂圆,桂圆,fruit30_split/val/桂圆/17.jpg
-54.499474,140.21588,-480.86047,桂圆,桂圆,fruit30_split/val/桂圆/178.jpg
-256.2,343.9408,31.812199,桂圆,桂圆,fruit30_split/val/桂圆/184.jpg
-306.25656,304.64325,93.729,桂圆,桂圆,fruit30_split/val/桂圆/185.jpg
-194.3835,-60.53702,-142.23146,桂圆,桂圆,fruit30_split/val/桂圆/187.jpeg
-289.40042,373.47607,37.659184,桂圆,桂圆,fruit30_split/val/桂圆/191.jpg
-39.59571,-31.380993,-329.86932,桂圆,桂圆,fruit30_split/val/桂圆/193.jpg
-220.40273,334.77615,53.905983,桂圆,桂圆,fruit30_split/val/桂圆/2.jpg
3.7351983,22.318398,-483.09265,桂圆,桂圆,fruit30_split/val/桂圆/22.jpeg
-10.922777,51.63253,-347.47354,桂圆,桂圆,fruit30_split/val/桂圆/26.png
-295.22894,331.48657,57.853756,桂圆,桂圆,fruit30_split/val/桂圆/29.jpg
56.646084,-16.921753,-381.6136,桂圆,桂圆,fruit30_split/val/桂圆/35.jpg
-242.92413,279.70096,116.05748,桂圆,桂圆,fruit30_split/val/桂圆/4.jpg
-15.8016815,10.99563,-344.7618,桂圆,桂圆,fruit30_split/val/桂圆/42.jpg
42.001637,23.201387,-365.3493,桂圆,桂圆,fruit30_split/val/桂圆/48.jpg
59.72076,-45.19906,-290.56442,桂圆,桂圆,fruit30_split/val/桂圆/49.jpg
-52.28236,-54.706684,-292.82568,桂圆,桂圆,fruit30_split/val/桂圆/52.jpg
43.22817,69.84355,-364.15454,桂圆,桂圆,fruit30_split/val/桂圆/60.jpg
38.086983,15.931095,-288.09677,桂圆,桂圆,fruit30_split/val/桂圆/66.jpg
-256.89853,286.79663,25.788168,桂圆,桂圆,fruit30_split/val/桂圆/73.jpg
-258.9202,366.30103,80.13127,桂圆,桂圆,fruit30_split/val/桂圆/79.jpg
104.61173,-199.62105,-126.49756,桂圆,桂圆,fruit30_split/val/桂圆/82.jpg
22.66689,-33.705143,-311.4351,桂圆,桂圆,fruit30_split/val/桂圆/87.jpeg
24.438843,107.69686,-386.80362,桂圆,桂圆,fruit30_split/val/桂圆/88.jpeg
-241.26424,344.25452,118.88929,桂圆,桂圆,fruit30_split/val/桂圆/90.jpeg
-294.69708,316.9012,5.897034,桂圆,桂圆,fruit30_split/val/桂圆/99.jpg
99.179756,-71.40884,-36.577415,梨,苹果-青,fruit30_split/val/梨/1.jpg
-29.871178,-218.29599,-218.54918,梨,梨,fruit30_split/val/梨/11.jpg
-96.226364,-177.36026,-356.76706,梨,梨,fruit30_split/val/梨/112.jpg
-18.0984,-161.91333,-298.2652,梨,梨,fruit30_split/val/梨/114.jpg
-59.246746,-137.00937,-264.83057,梨,梨,fruit30_split/val/梨/116.jpg
-84.1952,0.0673166,-379.56818,梨,梨,fruit30_split/val/梨/119.jpg
-61.50236,-131.13351,-178.54591,梨,梨,fruit30_split/val/梨/12.jpg
-375.4238,-84.32456,-74.38242,梨,梨,fruit30_split/val/梨/127.jpg
-411.42282,-54.05039,-69.6147,梨,梨,fruit30_split/val/梨/132.jpg
-75.37099,-134.73431,-221.53014,梨,梨,fruit30_split/val/梨/133.jpg
-414.50305,-16.827208,-55.656532,梨,梨,fruit30_split/val/梨/135.jpg
-49.62318,-155.78984,-367.3398,梨,梨,fruit30_split/val/梨/138.jpg
-297.84146,12.34708,-61.53059,梨,葡萄-红,fruit30_split/val/梨/150.jpg
-211.52199,310.47784,213.1649,梨,苹果-青,fruit30_split/val/梨/170.jpg
-193.3653,185.04613,131.63034,梨,梨,fruit30_split/val/梨/174.jpeg
-102.4926,-205.6435,-259.23392,梨,梨,fruit30_split/val/梨/186.jpg
-177.02092,0.9929449,-21.267788,梨,梨,fruit30_split/val/梨/19.jpg
-203.08008,169.76996,180.14091,梨,梨,fruit30_split/val/梨/190.jpg
-129.36829,133.29501,178.259,梨,梨,fruit30_split/val/梨/197.jpg
-95.298096,-230.91823,-281.4336,梨,梨,fruit30_split/val/梨/199.jpg
-134.2901,-26.233023,-63.645622,梨,苹果-青,fruit30_split/val/梨/22.jpg
76.34732,214.65027,-399.62347,梨,梨,fruit30_split/val/梨/23.jpg
26.453041,-93.46356,-0.626729,梨,梨,fruit30_split/val/梨/27.jpg
-8.893591,-142.03107,-239.87018,梨,梨,fruit30_split/val/梨/28.jpg
-277.7954,18.469982,251.92937,梨,梨,fruit30_split/val/梨/34.jpg
-66.11963,66.69406,144.79459,梨,苹果-红,fruit30_split/val/梨/43.jpg
-69.52235,-127.05719,-349.30658,梨,梨,fruit30_split/val/梨/54.jpeg
-49.066196,-164.20798,-158.81529,梨,梨,fruit30_split/val/梨/55.jpg
-150.98807,185.29561,165.4693,梨,梨,fruit30_split/val/梨/68.jpg
-420.12933,-30.968252,-187.67297,梨,梨,fruit30_split/val/梨/69.jpg
-221.69258,234.45268,185.74011,梨,梨,fruit30_split/val/梨/73.jpg
-451.36276,15.078108,-21.005316,梨,猕猴桃,fruit30_split/val/梨/76.jpg
-85.130264,-202.0594,-161.14464,梨,石榴,fruit30_split/val/梨/77.jpg
42.382675,-115.53385,120.726685,梨,梨,fruit30_split/val/梨/82.jpg
-185.75566,210.36063,204.95613,梨,梨,fruit30_split/val/梨/85.jpg
39.85221,-48.503872,-453.45932,梨,桂圆,fruit30_split/val/梨/87.jpg
-45.42114,-206.64111,-260.0063,梨,梨,fruit30_split/val/梨/92.jpg
35.211674,-144.02753,-305.97,椰子,椰子,fruit30_split/val/椰子/102.jpg
-27.902554,-198.2686,-383.72983,椰子,椰子,fruit30_split/val/椰子/104.jpg
-3.5994565,-35.605385,-120.48447,椰子,椰子,fruit30_split/val/椰子/105.jpg
53.434757,223.49196,159.81175,椰子,椰子,fruit30_split/val/椰子/107.jpeg
64.3946,-370.71518,-231.53249,椰子,椰子,fruit30_split/val/椰子/12.jpg
-13.264096,-217.35216,-309.71616,椰子,椰子,fruit30_split/val/椰子/128.jpg
-39.84456,-62.82446,-415.89584,椰子,椰子,fruit30_split/val/椰子/133.jpg
208.8071,424.53903,-22.870481,椰子,椰子,fruit30_split/val/椰子/136.jpg
42.91535,-392.45206,-85.99593,椰子,椰子,fruit30_split/val/椰子/142.jpg
210.3354,442.99567,-74.88981,椰子,桂圆,fruit30_split/val/椰子/163.jpg
-86.92425,27.901157,17.258099,椰子,椰子,fruit30_split/val/椰子/165.jpg
126.79214,-419.2692,-145.99126,椰子,椰子,fruit30_split/val/椰子/17.jpeg
85.052155,-419.39185,-204.92743,椰子,椰子,fruit30_split/val/椰子/170.jpg
