图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,哈密瓜-预测置信度,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
fruit30_split/val/哈密瓜/178.jpg,0,哈密瓜,4.0,柚子,16.0,芒果,5.0,柠檬,0.0,0.0045038946,0.00027267367,4.4777007e-05,2.7887864e-07,0.47552466,0.12927553,0.0009596344,0.0038859113,0.0026643751,1.4797037e-06,7.395076e-08,6.578107e-06,0.00020510129,3.647782e-05,2.9138204e-07,0.01006194,0.371709,3.0795142e-08,0.00023067713,3.691936e-05,9.263644e-09,1.5820411e-05,0.0002622041,7.995107e-06,6.491811e-06,5.1010407e-05,0.00012421688,2.3656683e-07,0.00011061678,1.0762476e-06
fruit30_split/val/哈密瓜/182.jpg,0,哈密瓜,0.0,哈密瓜,8.0,椰子,6.0,桂圆,1.0,0.93440324,9.487145e-08,0.00029833647,6.607226e-07,0.0015276956,0.0011407807,0.011494298,4.8407387e-06,0.04575753,1.6762345e-06,1.9183057e-08,0.00013646015,1.9469239e-07,5.0548508e-05,2.2933807e-07,9.936861e-06,0.0020813656,5.715588e-08,0.0001231561,1.5077077e-07,8.020961e-07,4.969928e-07,1.9968465e-06,1.1586541e-05,1.0041201e-05,0.0004626145,3.4595377e-07,2.5626813e-08,0.0024751206,5.780994e-06
fruit30_split/val/哈密瓜/25.jpg,0,哈密瓜,16.0,芒果,0.0,哈密瓜,13.0,砂糖橘,1.0,0.36702433,8.292798e-05,1.4139146e-06,0.0002600959,0.024610348,0.005197282,0.017379941,0.00025624473,0.0008152917,0.0001142575,5.211327e-05,0.0001091341,7.615453e-05,0.045544673,0.001784408,0.04143753,0.4097051,1.15923e-05,5.071829e-05,3.6615424e-05,0.008042912,0.000116039206,0.040836576,8.3958497e-07,5.9030954e-05,0.014872657,0.020648658,1.1025016e-06,2.4513252e-05,0.00084747863
fruit30_split/val/哈密瓜/29.png,0,哈密瓜,0.0,哈密瓜,4.0,柚子,11.0,猕猴桃,1.0,0.9163468,8.6266155e-05,2.0991763e-05,0.0004698642,0.026213884,0.00024631372,0.008028753,0.0118412245,0.009685628,0.000111472866,1.6512206e-05,0.015606302,6.450232e-05,0.002247508,3.4831086e-05,0.0006573915,0.0014392736,4.214783e-05,0.00016568875,9.337065e-05,7.051637e-05,0.00445616,0.00013876794,4.943425e-06,0.00015671844,0.00046105887,0.0010128297,0.00026577472,1.1659445e-05,2.7255212e-06
fruit30_split/val/哈密瓜/38.jpg,0,哈密瓜,0.0,哈密瓜,4.0,柚子,11.0,猕猴桃,1.0,0.98256826,1.3502977e-05,9.2379554e-07,1.7895696e-06,0.015456206,0.0001042624,6.9535877e-06,5.6412522e-05,4.7122652e-05,2.6299791e-05,2.138603e-08,0.0014249799,9.645169e-07,9.073393e-06,4.00455e-06,7.497903e-05,0.00016175002,5.909191e-07,1.8660141e-07,1.7746093e-07,1.061578e-06,2.4130256e-06,6.0944e-06,3.8199275e-07,1.5238805e-06,1.7395396e-06,2.1834046e-05,2.4635239e-07,6.063605e-06,1.452386e-07
fruit30_split/val/哈密瓜/44.jpg,0,哈密瓜,0.0,哈密瓜,8.0,椰子,4.0,柚子,1.0,0.92637527,2.3101209e-05,0.000100030054,1.7083634e-06,0.017174216,0.009249963,0.0015542498,0.004616448,0.037269995,3.522734e-06,1.7014924e-06,0.00060097623,5.4737015e-06,2.2807613e-05,4.3365344e-06,0.00023336383,0.00067778584,1.989505e-05,0.00017073001,0.0003607775,3.8646444e-06,0.00056275015,2.3796545e-05,4.018058e-06,5.7978455e-06,0.0008169485,7.44626e-05,5.363734e-07,3.010404e-05,1.12496145e-05
fruit30_split/val/哈密瓜/46.jpg,0,哈密瓜,0.0,哈密瓜,4.0,柚子,16.0,芒果,1.0,0.99819607,1.2629617e-05,5.1092834e-06,2.6065014e-05,0.0005914741,4.352255e-06,3.538429e-06,3.6207533e-05,1.0427809e-05,8.317716e-06,4.796648e-06,0.00046193894,6.056778e-07,1.5628511e-06,1.952926e-05,4.0138715e-05,0.00052793516,1.2803991e-06,3.3594592e-06,7.552158e-07,1.0788476e-05,2.8186048e-06,5.767162e-07,9.355963e-08,3.1643933e-07,6.487841e-06,1.9972487e-05,4.473004e-07,1.8250647e-06,5.058253e-07
fruit30_split/val/哈密瓜/48.jpg,0,哈密瓜,0.0,哈密瓜,20.0,草莓,29.0,黄瓜,1.0,0.8640051,7.3328924e-06,5.8948175e-05,0.015186257,0.00018337234,0.003912697,0.0030183308,8.662805e-05,0.00019262981,2.029683e-06,0.00027133158,0.000545671,1.6923648e-05,3.2488802e-05,3.2253043e-05,5.803878e-06,0.0003240963,0.0057715364,2.755642e-06,0.0011138575,0.06369344,0.00094523106,1.4806368e-05,0.00013967231,0.0017565846,0.01737894,0.000100192585,3.008637e-07,4.8874113e-06,0.021195937
fruit30_split/val/哈密瓜/56.jpg,0,哈密瓜,6.0,桂圆,0.0,哈密瓜,11.0,猕猴桃,1.0,0.2580295,1.0646761e-07,3.3583587e-05,6.060672e-07,0.0005200653,2.790054e-05,0.70112807,0.0031026881,0.008759663,0.00016888895,3.4406945e-08,0.02396098,6.3038635e-05,0.00032393343,5.6240533e-05,0.000120309676,0.0036707923,1.2029241e-07,3.398165e-06,1.4737655e-06,3.448337e-07,4.7540777e-07,3.658695e-07,3.7274053e-06,3.351862e-06,4.436098e-06,5.9464645e-07,1.7726656e-08,7.825224e-06,7.5637086e-06
fruit30_split/val/哈密瓜/63.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,4.0,柚子,1.0,0.7355216,2.2347997e-06,0.00012983427,1.4958083e-05,0.06416626,0.0062782257,0.0006855619,0.0060892594,0.019336341,0.00040341596,5.6653895e-05,6.53968e-05,1.916878e-06,0.0013314828,0.0015782885,0.015052939,0.12656924,1.8050569e-05,0.00016521575,1.01729365e-05,0.005690512,0.00017483343,0.0038970215,0.0010524694,1.8336046e-05,0.00086718454,5.3368803e-05,9.0638785e-08,0.0003107855,0.010458402
fruit30_split/val/哈密瓜/66.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,4.0,柚子,1.0,0.86903435,0.00011432765,1.6123422e-05,6.419392e-05,0.01038729,0.00039219545,1.3217031e-05,0.00033803587,4.8941347e-05,4.098475e-05,0.00012647208,0.0005305776,1.3871369e-05,5.1596075e-05,5.229172e-05,0.0017388163,0.11533717,4.440161e-06,8.68564e-06,0.00081562466,2.8663284e-05,2.7003362e-06,6.820019e-06,5.3451868e-06,1.2585124e-06,0.00010076667,0.0002569599,1.9241884e-06,0.00042806708,3.818582e-05
fruit30_split/val/哈密瓜/7.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,22.0,菠萝,1.0,0.49963185,1.1293751e-07,2.0388386e-06,2.8318422e-05,0.0021546273,0.00023301563,0.002887606,0.0121079525,0.00059201254,0.010509507,7.536247e-07,4.2423184e-05,1.1004066e-05,0.0032314847,0.009545879,0.0011534297,0.39027673,5.9846784e-06,2.0927244e-05,2.4848646e-06,1.2694069e-05,3.6181005e-05,0.06553623,6.2280065e-05,1.5930699e-06,0.0005154994,6.556262e-06,4.9510005e-09,0.0011238023,0.00026699543
fruit30_split/val/哈密瓜/70.jpg,0,哈密瓜,0.0,哈密瓜,4.0,柚子,16.0,芒果,1.0,0.99963367,2.0562942e-07,1.2911379e-07,7.990873e-08,0.00016129197,1.5400565e-05,5.3852254e-06,2.9259161e-05,1.3145129e-07,8.898567e-07,9.2799674e-10,4.4863813e-05,3.8203813e-09,5.0912386e-06,6.192595e-08,1.747961e-05,8.282402e-05,2.9122191e-09,3.1984257e-07,7.770174e-08,4.6167403e-09,1.3079648e-08,1.1974994e-06,2.0651733e-07,3.173605e-09,7.074368e-07,4.157308e-07,5.0476934e-10,3.3562782e-07,8.703838e-09
fruit30_split/val/哈密瓜/75.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,11.0,猕猴桃,1.0,0.9720977,1.550951e-05,4.5288825e-06,7.991324e-05,0.0014922329,0.0015681365,2.8707593e-05,0.0005951646,0.00033663135,0.00032831926,3.6726028e-06,0.0067686187,3.5652567e-07,1.8714034e-05,0.00010956093,3.7158254e-05,0.011306508,0.0005353912,2.8215207e-05,5.2072493e-05,4.780754e-06,1.5062029e-06,8.417959e-06,0.00042218322,2.5089239e-05,0.00027595492,1.2358339e-05,7.729366e-06,0.0009356215,0.0028993036
fruit30_split/val/哈密瓜/84.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,28.0,香蕉,1.0,0.9937109,5.973174e-06,1.1770826e-07,3.557965e-07,0.00047214402,1.1142954e-06,2.238609e-05,0.00075741165,0.00027956488,7.576866e-05,3.0406852e-06,3.973715e-05,3.0214465e-05,5.188698e-08,0.00023521592,1.0074639e-06,0.0018637036,1.1913088e-05,6.020338e-08,1.6264667e-05,6.702329e-07,1.6003729e-07,9.275564e-07,4.1691605e-06,2.9440487e-06,4.7458652e-05,0.000889141,3.8236388e-07,0.0014215686,0.00010571924
fruit30_split/val/哈密瓜/9.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,25.0,西瓜,1.0,0.4524016,1.6719745e-05,4.15912e-06,1.7162469e-05,0.0070597543,8.426637e-05,7.525318e-05,0.0005984572,6.207934e-05,0.0019903278,1.1315681e-05,1.00139305e-05,0.00018035856,0.00040503484,0.0370312,0.0050066956,0.3459543,0.0008168745,0.00016126645,7.813939e-06,0.00025105895,6.991453e-05,0.0039835777,0.0001465166,8.7994465e-07,0.0827049,0.0540032,2.1063106e-06,0.006361328,0.0005818845
fruit30_split/val/哈密瓜/90.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,4.0,柚子,1.0,0.9999411,4.243805e-10,4.316407e-08,5.5973504e-07,9.237484e-06,6.040531e-07,9.3632195e-09,2.8451686e-07,1.1418955e-06,1.17891574e-07,7.2754394e-09,2.33666e-06,3.3831498e-08,9.88212e-07,4.537922e-10,3.855134e-07,4.225594e-05,4.1053597e-10,2.9772242e-09,6.514591e-08,5.3158493e-07,3.7445343e-08,1.4458877e-07,4.240223e-09,1.7703511e-09,1.03130525e-07,4.4430712e-09,9.811732e-12,4.8921067e-09,2.917359e-08
fruit30_split/val/哈密瓜/91.jpg,0,哈密瓜,0.0,哈密瓜,4.0,柚子,19.0,苹果-青,1.0,0.5917863,0.0034967677,0.0003241288,0.033413876,0.13000332,0.010027895,0.0011033455,0.0029004072,0.0077247033,0.0001390196,0.00025176894,0.013355421,1.0063796e-05,0.00011839152,0.00048672582,0.004589393,0.036428913,0.00093299214,0.00036334543,0.07023042,0.0037551173,0.03167375,0.0002623564,0.02734929,0.00044592633,0.0024721725,0.017206848,4.9879378e-05,0.0048676278,0.004229818
fruit30_split/val/哈密瓜/.ipynb_checkpoints/116-checkpoint.jpg,0,哈密瓜,0.0,哈密瓜,16.0,芒果,4.0,柚子,1.0,0.7236518,6.884952e-05,1.7966098e-06,1.956442e-06,0.06327789,0.00016587507,6.4952226e-05,0.0019571353,0.00037787945,0.053068098,6.8702698e-06,0.020019319,3.1383556e-06,9.927497e-06,0.002199169,0.0001513847,0.10663441,0.002627308,2.089871e-05,7.757359e-05,4.4178436e-05,0.00024698902,7.062981e-05,0.0014550196,2.550516e-06,0.0004602581,0.00083583395,2.1689974e-07,0.022085803,0.00041234458
fruit30_split/val/圣女果/100.jpeg,1,圣女果,26.0,西红柿,1.0,圣女果,13.0,砂糖橘,1.0,8.3838706e-05,0.28184006,6.010462e-06,0.00046126905,0.00041134428,0.00045242885,0.00025411422,0.0001689317,8.185172e-06,8.027006e-07,1.8761148e-07,2.4138917e-05,0.0015176097,0.008170203,1.1960164e-05,0.0007896153,0.0041603493,3.4850025e-05,0.00025307888,0.00013713253,0.00043824967,0.0016014981,9.989519e-06,0.0008417624,0.0030102497,0.00023174167,0.6945392,0.0005036779,1.1696993e-06,3.6434114e-05
fruit30_split/val/圣女果/102.jpeg,1,圣女果,1.0,圣女果,3.0,杨梅,20.0,草莓,1.0,1.9390429e-05,0.32899946,0.00054152723,0.26002094,0.0013025732,9.226269e-05,8.075225e-05,1.42449635e-05,2.6675065e-05,6.665769e-05,5.0570347e-05,1.6058721e-06,0.008946478,0.010768144,0.0001325606,9.625769e-05,0.00036178392,0.0015212613,0.00015972211,3.6175894e-05,0.13890797,0.087369524,0.0006814002,0.0009575846,0.07527905,0.0013589943,0.07080216,0.011049948,7.132555e-05,0.00028304066
fruit30_split/val/圣女果/114.jpg,1,圣女果,1.0,圣女果,26.0,西红柿,20.0,草莓,1.0,5.3740445e-07,0.6186102,3.850307e-06,0.0009943184,0.0012821287,0.0013502368,2.5076504e-05,3.1826241e-06,0.00019374803,4.189497e-08,6.667664e-05,0.00020656003,0.037530273,0.0014296491,9.1972794e-07,4.237536e-06,8.6945234e-05,1.5758536e-05,0.00081558956,3.781679e-05,0.07707097,0.0033878896,1.335204e-06,0.0013388594,0.010126101,0.00019027152,0.24381776,0.0013984711,3.7988937e-06,6.731482e-06
fruit30_split/val/圣女果/12.jpg,1,圣女果,1.0,圣女果,26.0,西红柿,24.0,葡萄-红,1.0,6.5604566e-10,0.8383775,1.3921567e-06,4.6692236e-07,3.5771359e-06,1.7103026e-06,3.9965744e-06,3.0787337e-09,6.296933e-08,3.9617403e-09,1.8257813e-07,8.1946564e-07,0.00032752758,3.3238804e-05,2.2758206e-06,7.281285e-08,8.320085e-07,9.223603e-05,1.9273137e-05,8.419461e-07,0.00059906964,3.9422175e-05,1.4045802e-08,2.0924394e-06,0.012545841,3.3911729e-06,0.14382187,0.0041120457,1.9810234e-06,8.293796e-06
fruit30_split/val/圣女果/132.png,1,圣女果,26.0,西红柿,1.0,圣女果,20.0,草莓,1.0,1.5088868e-05,0.35763344,2.1291858e-06,1.8587221e-05,0.00011022804,2.6432635e-05,8.683685e-06,6.5135255e-06,6.4381835e-05,4.5484632e-07,9.8998635e-06,4.5999204e-05,0.0006043787,2.5605174e-05,0.00038158876,2.634918e-05,0.00025161283,8.202017e-06,1.1280366e-05,5.611281e-05,0.0009681912,5.922276e-05,4.5260776e-06,7.3512306e-06,5.4453714e-05,0.000260884,0.638952,0.0003777576,2.6299458e-06,6.0655893e-06
fruit30_split/val/圣女果/135.jpeg,1,圣女果,1.0,圣女果,26.0,西红柿,12.0,石榴,1.0,9.038849e-09,0.5590747,4.7225168e-07,2.7757216e-07,9.450657e-06,4.6098833e-07,3.3808667e-06,6.8686927e-07,6.6270395e-06,7.760779e-10,2.0863864e-08,5.9430068e-08,0.0025810713,0.0002278951,7.3003115e-08,9.4570447e-07,3.4142563e-06,1.8147768e-08,2.5900394e-05,5.6832952e-05,1.9931522e-06,2.6927168e-05,3.3635274e-07,6.6304806e-09,9.276774e-05,1.682177e-07,0.4361506,0.0017337116,1.0974946e-06,8.361371e-09
