X,Y,Z,标注类别名称,预测类别,图像路径
0.93300426,3.209068,6.6339393,圣女果,圣女果,fruit30_split/val/圣女果/61.jpg
0.82375026,3.1492822,6.6439915,圣女果,圣女果,fruit30_split/val/圣女果/63.jpg
1.0094601,3.101773,6.829884,圣女果,圣女果,fruit30_split/val/圣女果/65.jpg
1.4470543,2.5690196,6.727726,圣女果,圣女果,fruit30_split/val/圣女果/71.jpeg
0.5532034,3.2424872,6.479572,圣女果,圣女果,fruit30_split/val/圣女果/72.jpg
0.9865423,3.1281805,6.7633486,圣女果,圣女果,fruit30_split/val/圣女果/76.jpg
0.41860625,3.0846777,5.913799,圣女果,西红柿,fruit30_split/val/圣女果/88.jpg
-0.7794418,0.7489921,4.0611744,山竹,山竹,fruit30_split/val/山竹/101.jpg
2.3590775,0.6134663,4.3627205,山竹,山竹,fruit30_split/val/山竹/105.jpg
-0.044233244,1.4689935,4.2460885,山竹,山竹,fruit30_split/val/山竹/107.jpeg
0.0015379793,1.4348328,4.177733,山竹,山竹,fruit30_split/val/山竹/112.jpg
1.9334588,0.88170284,3.8259559,山竹,苹果-青,fruit30_split/val/山竹/114.jpg
-0.93354875,0.97456896,4.24511,山竹,山竹,fruit30_split/val/山竹/129.jpg
0.76362294,1.6102264,5.6054564,山竹,山竹,fruit30_split/val/山竹/140.jpg
-0.65551215,1.0166427,3.9834836,山竹,山竹,fruit30_split/val/山竹/143.jpg
-0.6820979,0.8051504,4.2522984,山竹,山竹,fruit30_split/val/山竹/144.jpg
-0.015965393,1.187366,4.186489,山竹,葡萄-红,fruit30_split/val/山竹/148.jpeg
-0.8796472,0.81277364,4.2349806,山竹,山竹,fruit30_split/val/山竹/149.png
-0.8482937,0.9984276,4.225343,山竹,山竹,fruit30_split/val/山竹/16.jpg
2.1572638,1.1136769,4.2421517,山竹,山竹,fruit30_split/val/山竹/162.jpeg
-0.8565013,0.7717381,4.099567,山竹,山竹,fruit30_split/val/山竹/166.jpg
-0.60142505,0.7599797,4.198714,山竹,葡萄-红,fruit30_split/val/山竹/173.jpg
-0.9583765,0.9062497,4.163369,山竹,山竹,fruit30_split/val/山竹/174.jpg
-0.9463364,0.8450309,4.1975937,山竹,山竹,fruit30_split/val/山竹/178.jpg
-0.9648675,0.91253155,4.1970463,山竹,山竹,fruit30_split/val/山竹/181.jpg
-0.7763037,1.0419,4.332484,山竹,山竹,fruit30_split/val/山竹/194.jpg
-0.55189204,0.76768726,4.234557,山竹,山竹,fruit30_split/val/山竹/2.jpg
-0.8068625,1.0057671,4.2005806,山竹,山竹,fruit30_split/val/山竹/24.jpg
-0.97699183,0.87502176,4.1741705,山竹,山竹,fruit30_split/val/山竹/25.jpg
2.1226544,1.2043221,4.2420425,山竹,山竹,fruit30_split/val/山竹/33.jpg
-0.8352438,0.86467147,4.249737,山竹,山竹,fruit30_split/val/山竹/35.jpg
-1.0125374,0.95613104,4.2294903,山竹,山竹,fruit30_split/val/山竹/4.jpg
-0.80318975,0.99947125,4.298646,山竹,山竹,fruit30_split/val/山竹/47.jpg
-0.6141353,0.8559817,4.337989,山竹,山竹,fruit30_split/val/山竹/5.jpg
-0.7207918,1.0875348,4.2271376,山竹,山竹,fruit30_split/val/山竹/58.jpg
1.5853573,2.7284684,5.8759646,山竹,葡萄-红,fruit30_split/val/山竹/63.jpg
-0.6947992,0.99542534,4.0419555,山竹,山竹,fruit30_split/val/山竹/77.jpg
0.047012217,1.4485301,4.3566937,山竹,山竹,fruit30_split/val/山竹/78.jpg
0.36897448,0.25492668,3.07273,山竹,椰子,fruit30_split/val/山竹/79.jpg
-0.49894935,1.2560463,4.301739,山竹,山竹,fruit30_split/val/山竹/87.jpg
-0.677617,0.88726264,4.217098,山竹,山竹,fruit30_split/val/山竹/89.jpg
-0.025694909,1.5353233,4.292511,山竹,荔枝,fruit30_split/val/山竹/91.jpeg
4.3739295,3.6334648,4.2803454,杨梅,荔枝,fruit30_split/val/杨梅/102.jpg
1.640786,2.460485,6.831684,杨梅,砂糖橘,fruit30_split/val/杨梅/119.jpeg
4.126015,3.533697,4.8573184,杨梅,杨梅,fruit30_split/val/杨梅/127.jpg
4.233814,3.428139,4.2996097,杨梅,杨梅,fruit30_split/val/杨梅/131.jpg
2.7184696,1.5796434,3.9491537,杨梅,西瓜,fruit30_split/val/杨梅/138.jpg
4.373314,3.3826993,4.3320704,杨梅,杨梅,fruit30_split/val/杨梅/155.jpg
4.3260493,3.9352932,4.280996,杨梅,杨梅,fruit30_split/val/杨梅/159.jpg
2.6197495,3.539342,4.859546,杨梅,杨梅,fruit30_split/val/杨梅/16.jpg
4.5205493,3.5240662,4.2460217,杨梅,杨梅,fruit30_split/val/杨梅/167.jpeg
4.296507,3.882668,4.389382,杨梅,杨梅,fruit30_split/val/杨梅/170.jpg
4.466318,3.4674208,4.1450677,杨梅,杨梅,fruit30_split/val/杨梅/175.jpg
3.0380342,1.7523507,4.828543,杨梅,杨梅,fruit30_split/val/杨梅/178.jpg
4.1542854,3.2256918,4.275943,杨梅,杨梅,fruit30_split/val/杨梅/183.jpg
4.2773776,3.3184016,4.3292613,杨梅,杨梅,fruit30_split/val/杨梅/186.jpg
4.158311,3.3501577,4.4118757,杨梅,杨梅,fruit30_split/val/杨梅/19.jpg
3.0931652,1.5721267,4.5166955,杨梅,杨梅,fruit30_split/val/杨梅/191.jpg
4.059824,3.49052,4.4514694,杨梅,杨梅,fruit30_split/val/杨梅/193.png
3.920553,3.5492637,4.275461,杨梅,杨梅,fruit30_split/val/杨梅/195.jpg
3.3723624,2.0895298,4.8177776,杨梅,草莓,fruit30_split/val/杨梅/196.jpg
4.2081404,3.8223875,4.3334975,杨梅,杨梅,fruit30_split/val/杨梅/200.jpg
4.266327,3.762247,4.2598495,杨梅,杨梅,fruit30_split/val/杨梅/25.jpg
4.270221,3.2896893,4.3821907,杨梅,杨梅,fruit30_split/val/杨梅/26.jpg
4.381772,3.4570632,4.167904,杨梅,杨梅,fruit30_split/val/杨梅/27.jpg
4.455265,3.4575572,4.246933,杨梅,杨梅,fruit30_split/val/杨梅/36.jpg
3.9767406,3.6333466,5.150832,杨梅,荔枝,fruit30_split/val/杨梅/46.jpg
4.3944426,3.4954042,4.1583033,杨梅,杨梅,fruit30_split/val/杨梅/47.jpg
4.413438,3.4817402,4.200619,杨梅,杨梅,fruit30_split/val/杨梅/5.jpg
4.3589826,3.5017035,4.2161894,杨梅,杨梅,fruit30_split/val/杨梅/50.jpg
3.8899858,3.6568446,4.51422,杨梅,杨梅,fruit30_split/val/杨梅/62.jpg
4.2313647,3.5478468,4.128213,杨梅,杨梅,fruit30_split/val/杨梅/71.jpg
4.126486,3.713115,4.2878175,杨梅,杨梅,fruit30_split/val/杨梅/75.jpg
4.231922,3.629599,4.246387,杨梅,杨梅,fruit30_split/val/杨梅/81.jpeg
3.9871798,3.2269108,4.998996,杨梅,杨梅,fruit30_split/val/杨梅/85.jpg
4.371993,3.486406,4.2323937,杨梅,杨梅,fruit30_split/val/杨梅/86.jpg
4.3662214,3.4072273,4.1451983,杨梅,杨梅,fruit30_split/val/杨梅/9.jpg
4.1890087,3.5686142,4.163889,杨梅,杨梅,fruit30_split/val/杨梅/90.jpg
4.329817,3.827028,4.316373,杨梅,杨梅,fruit30_split/val/杨梅/95.png
0.5973629,0.64337575,2.5440152,柚子,柚子,fruit30_split/val/柚子/113.jpg
0.030199036,2.6502302,3.0605462,柚子,柠檬,fruit30_split/val/柚子/114.jpg
1.027533,2.96482,3.118632,柚子,桂圆,fruit30_split/val/柚子/119.jpg
2.0169606,0.17791782,4.5374594,柚子,梨,fruit30_split/val/柚子/132.jpg
0.20412931,2.6332314,2.764854,柚子,柚子,fruit30_split/val/柚子/136.jpg
0.96349925,0.44476056,2.6766121,柚子,柚子,fruit30_split/val/柚子/137.jpg
2.1288447,0.65602595,4.5540075,柚子,柚子,fruit30_split/val/柚子/150.jpg
1.3209342,2.5337937,2.4133763,柚子,柚子,fruit30_split/val/柚子/151.jpg
-0.108953625,2.347429,2.852656,柚子,柚子,fruit30_split/val/柚子/154.jpg
0.032349944,2.39532,2.7088234,柚子,柚子,fruit30_split/val/柚子/156.jpeg
1.0541284,0.46272564,2.7194421,柚子,柚子,fruit30_split/val/柚子/16.jpg
0.75483686,2.3159184,2.8696141,柚子,柚子,fruit30_split/val/柚子/165.jpeg
0.8509712,2.3844056,2.2864554,柚子,柚子,fruit30_split/val/柚子/169.jpg
0.7900859,2.4531608,2.3863602,柚子,柚子,fruit30_split/val/柚子/171.jpg
0.09861071,2.3665917,3.178432,柚子,柚子,fruit30_split/val/柚子/175.jpg
0.14029588,2.6772425,3.10757,柚子,柚子,fruit30_split/val/柚子/177.jpg
0.1638453,2.6748133,3.0369349,柚子,柚子,fruit30_split/val/柚子/181.jpg
1.2712983,2.6765792,2.426979,柚子,哈密瓜,fruit30_split/val/柚子/183.jpg
1.7597636,0.62918013,3.818677,柚子,苹果-青,fruit30_split/val/柚子/191.png
0.9796553,0.5920171,3.116679,柚子,柚子,fruit30_split/val/柚子/193.jpg
0.8714134,0.4604443,2.7098699,柚子,柚子,fruit30_split/val/柚子/197.jpeg
0.12144829,2.6780148,3.082861,柚子,柚子,fruit30_split/val/柚子/21.jpeg
2.1708124,0.683344,4.3749833,柚子,柠檬,fruit30_split/val/柚子/26.jpg
0.77097505,0.54859513,2.8420167,柚子,梨,fruit30_split/val/柚子/30.jpg
1.9705433,0.2631997,4.7027693,柚子,柚子,fruit30_split/val/柚子/31.jpg
0.7205883,2.4305131,2.3434792,柚子,柚子,fruit30_split/val/柚子/49.jpg
0.93552655,0.64135444,2.8499484,柚子,柚子,fruit30_split/val/柚子/52.jpg
0.5533218,0.74296457,2.2248533,柚子,柚子,fruit30_split/val/柚子/53.jpg
0.7776667,0.55444396,2.987059,柚子,柚子,fruit30_split/val/柚子/56.jpg
0.6556566,2.4359782,2.4223354,柚子,柚子,fruit30_split/val/柚子/62.jpg
0.95998263,2.3881764,2.395343,柚子,柚子,fruit30_split/val/柚子/66.png
0.63575333,2.5479727,2.4716125,柚子,柚子,fruit30_split/val/柚子/7.jpg
0.36120206,2.557297,2.638932,柚子,柚子,fruit30_split/val/柚子/8.jpg
0.8789015,0.69567573,2.5896788,柚子,苹果-青,fruit30_split/val/柚子/81.jpg
1.23102,0.54427993,2.9955258,柚子,梨,fruit30_split/val/柚子/86.jpg
1.1033908,2.1885362,2.6612542,柚子,柚子,fruit30_split/val/柚子/89.jpg
0.7049275,2.503779,2.4992561,柚子,柚子,fruit30_split/val/柚子/96.jpg
0.2356157,2.7815535,2.6361089,柠檬,柠檬,fruit30_split/val/柠檬/104.jpeg
0.76639944,0.7670515,2.7394397,柠檬,柚子,fruit30_split/val/柠檬/106.jpg
0.46429896,1.5001483,3.729717,柠檬,脐橙,fruit30_split/val/柠檬/11.jpg
0.33306804,0.93040013,5.262874,柠檬,柠檬,fruit30_split/val/柠檬/12.jpg
2.106422,1.2255993,4.0417347,柠檬,柠檬,fruit30_split/val/柠檬/129.jpeg
0.38730183,2.4702034,2.5393662,柠檬,柠檬,fruit30_split/val/柠檬/132.jpg
0.6749914,2.8881652,2.752374,柠檬,柠檬,fruit30_split/val/柠檬/142.jpg
0.6251541,2.5644546,2.5246768,柠檬,柠檬,fruit30_split/val/柠檬/144.jpg
1.6323953,3.1206617,2.9249463,柠檬,黄瓜,fruit30_split/val/柠檬/145.jpg
1.3800459,3.0633128,3.277474,柠檬,柠檬,fruit30_split/val/柠檬/146.jpg
-0.17153955,2.6350935,2.9947212,柠檬,柠檬,fruit30_split/val/柠檬/15.jpg
0.6702261,0.80063015,2.529483,柠檬,苹果-青,fruit30_split/val/柠檬/152.jpg
-0.05832296,2.4949381,3.0615487,柠檬,柠檬,fruit30_split/val/柠檬/160.jpg
-0.0049763117,2.829253,2.7594423,柠檬,柠檬,fruit30_split/val/柠檬/166.jpg
0.07667043,2.3935418,3.231067,柠檬,柠檬,fruit30_split/val/柠檬/173.jpg
-0.14015947,2.6369865,2.984744,柠檬,柠檬,fruit30_split/val/柠檬/186.jpeg
2.6798158,1.4851328,5.276912,柠檬,柠檬,fruit30_split/val/柠檬/190.jpeg
0.1321372,2.87,2.7682276,柠檬,柠檬,fruit30_split/val/柠檬/36.jpg
-0.06608914,2.6636798,3.070253,柠檬,柠檬,fruit30_split/val/柠檬/37.jpg
-0.18401174,2.5744607,3.0217323,柠檬,柠檬,fruit30_split/val/柠檬/4.jpg
1.0608728,2.9495003,1.853627,柠檬,柠檬,fruit30_split/val/柠檬/41.jpg
-0.08292629,2.3347824,3.023697,柠檬,柠檬,fruit30_split/val/柠檬/46.jpg
0.18583477,2.8645234,2.8351452,柠檬,柠檬,fruit30_split/val/柠檬/66.jpeg
-0.059655033,2.549008,3.0839517,柠檬,柠檬,fruit30_split/val/柠檬/80.jpg
-0.05324594,2.336866,2.9971645,柠檬,柠檬,fruit30_split/val/柠檬/82.jpg
-0.042767633,2.4419222,2.7157564,柠檬,柠檬,fruit30_split/val/柠檬/87.jpg
0.013788196,2.8091066,2.758118,柠檬,柠檬,fruit30_split/val/柠檬/91.jpg
0.40309817,2.1390157,2.8652256,柠檬,柠檬,fruit30_split/val/柠檬/93.jpg
2.0769897,0.93299335,4.1688337,柠檬,葡萄-白,fruit30_split/val/柠檬/98.jpg
0.1258068,0.59300226,5.0349894,桂圆,桂圆,fruit30_split/val/桂圆/101.jpg
0.20270647,0.94066834,4.774063,桂圆,桂圆,fruit30_split/val/桂圆/102.jpg
2.830579,0.06928345,5.189325,桂圆,桂圆,fruit30_split/val/桂圆/109.jpg
0.23215067,0.5136286,4.9758153,桂圆,桂圆,fruit30_split/val/桂圆/122.jpg
0.13060866,0.6036088,5.0813947,桂圆,桂圆,fruit30_split/val/桂圆/135.jpg
0.14012338,0.5762183,5.045844,桂圆,桂圆,fruit30_split/val/桂圆/138.jpg
0.40262777,0.5405344,4.9155316,桂圆,桂圆,fruit30_split/val/桂圆/144.jpg
0.1621126,0.5801182,5.061766,桂圆,桂圆,fruit30_split/val/桂圆/145.jpeg
0.33403355,0.6208101,4.84335,桂圆,桂圆,fruit30_split/val/桂圆/151.jpg
0.28433335,0.9427768,5.2154775,桂圆,桂圆,fruit30_split/val/桂圆/152.jpg
0.097469546,0.6621588,4.883732,桂圆,桂圆,fruit30_split/val/桂圆/157.jpg
0.08847285,0.5839351,4.5529714,桂圆,桂圆,fruit30_split/val/桂圆/168.jpeg
2.62416,0.15760225,5.074645,桂圆,桂圆,fruit30_split/val/桂圆/17.jpg
0.15419927,0.97978956,4.853327,桂圆,桂圆,fruit30_split/val/桂圆/178.jpg
2.7889235,0.047347616,5.2203326,桂圆,桂圆,fruit30_split/val/桂圆/184.jpg
2.8186824,0.16714677,5.1307755,桂圆,桂圆,fruit30_split/val/桂圆/185.jpg
-0.08373187,1.1656799,4.8230734,桂圆,桂圆,fruit30_split/val/桂圆/187.jpeg
2.7357092,0.07848202,5.1846213,桂圆,桂圆,fruit30_split/val/桂圆/191.jpg
0.12502576,0.5231223,4.5655804,桂圆,桂圆,fruit30_split/val/桂圆/193.jpg
2.7008882,0.12303991,5.0816717,桂圆,桂圆,fruit30_split/val/桂圆/2.jpg
0.14327224,0.5169485,5.055123,桂圆,桂圆,fruit30_split/val/桂圆/22.jpeg
0.24043074,0.8746559,4.911065,桂圆,桂圆,fruit30_split/val/桂圆/26.png
2.7729945,0.09542914,5.1788645,桂圆,桂圆,fruit30_split/val/桂圆/29.jpg
0.09860429,0.7251343,4.554731,桂圆,桂圆,fruit30_split/val/桂圆/35.jpg
2.7345164,0.26940447,5.006001,桂圆,桂圆,fruit30_split/val/桂圆/4.jpg
0.14797325,0.640571,4.866739,桂圆,桂圆,fruit30_split/val/桂圆/42.jpg
0.101184726,0.77410233,4.748008,桂圆,桂圆,fruit30_split/val/桂圆/48.jpg
0.11565465,0.6203357,4.699111,桂圆,桂圆,fruit30_split/val/桂圆/49.jpg
0.008961486,0.50807726,4.281536,桂圆,桂圆,fruit30_split/val/桂圆/52.jpg
0.11371099,0.61778384,5.00611,桂圆,桂圆,fruit30_split/val/桂圆/60.jpg
0.08247499,0.64464474,4.392381,桂圆,桂圆,fruit30_split/val/桂圆/66.jpg
2.7817044,0.22137244,5.1938844,桂圆,桂圆,fruit30_split/val/桂圆/73.jpg
2.7011764,0.07100204,5.113054,桂圆,桂圆,fruit30_split/val/桂圆/79.jpg
0.01225105,0.6963543,4.242876,桂圆,桂圆,fruit30_split/val/桂圆/82.jpg
0.07520048,0.61536014,4.692014,桂圆,桂圆,fruit30_split/val/桂圆/87.jpeg
0.09981235,0.57871133,5.0542316,桂圆,桂圆,fruit30_split/val/桂圆/88.jpeg
2.638943,0.14116411,5.035196,桂圆,桂圆,fruit30_split/val/桂圆/90.jpeg
2.886143,0.19902852,5.2854395,桂圆,桂圆,fruit30_split/val/桂圆/99.jpg
0.35631144,0.50939363,2.072629,梨,苹果-青,fruit30_split/val/梨/1.jpg
0.3076085,0.22040454,2.6270707,梨,梨,fruit30_split/val/梨/11.jpg
0.06265991,0.66177905,2.8337696,梨,梨,fruit30_split/val/梨/112.jpg
-0.034262933,0.5047857,2.6741648,梨,梨,fruit30_split/val/梨/114.jpg
0.09370901,0.45377213,2.624697,梨,梨,fruit30_split/val/梨/116.jpg
0.8730141,0.76889324,4.8317747,梨,梨,fruit30_split/val/梨/119.jpg
0.55552876,0.62350404,2.7677226,梨,梨,fruit30_split/val/梨/12.jpg
0.26034626,0.69846815,2.586873,梨,梨,fruit30_split/val/梨/127.jpg
0.1045435,0.61009127,2.555002,梨,梨,fruit30_split/val/梨/132.jpg
0.14557302,0.45834118,2.6504102,梨,梨,fruit30_split/val/梨/133.jpg
0.01776682,0.5556678,2.5947392,梨,梨,fruit30_split/val/梨/135.jpg
0.030133596,0.7089436,3.0434566,梨,梨,fruit30_split/val/梨/138.jpg
1.95369,1.146296,4.334678,梨,葡萄-红,fruit30_split/val/梨/150.jpg
0.40276134,0.40266114,2.233037,梨,苹果-青,fruit30_split/val/梨/170.jpg
2.1288745,0.48736084,4.3798194,梨,梨,fruit30_split/val/梨/174.jpeg
0.20741178,0.31962103,2.7746873,梨,梨,fruit30_split/val/梨/186.jpg
1.6903692,0.80817443,3.9379213,梨,梨,fruit30_split/val/梨/19.jpg
2.1047184,0.32009032,4.402271,梨,梨,fruit30_split/val/梨/190.jpg
1.8759254,0.47648957,4.2838197,梨,梨,fruit30_split/val/梨/197.jpg
0.19013175,0.36051083,2.7574904,梨,梨,fruit30_split/val/梨/199.jpg
1.760904,0.42521492,3.760217,梨,苹果-青,fruit30_split/val/梨/22.jpg
0.84073085,1.0279068,4.6824694,梨,梨,fruit30_split/val/梨/23.jpg
0.64370424,0.5355996,2.3214746,梨,梨,fruit30_split/val/梨/27.jpg
0.15966865,0.4626813,2.5968795,梨,梨,fruit30_split/val/梨/28.jpg
0.5296758,1.067477,2.8362505,梨,梨,fruit30_split/val/梨/34.jpg
0.9625163,1.6903294,4.723651,梨,苹果-红,fruit30_split/val/梨/43.jpg
0.18523034,0.79329884,2.7748163,梨,梨,fruit30_split/val/梨/54.jpeg
0.4432688,0.8086716,2.7166774,梨,梨,fruit30_split/val/梨/55.jpg
2.1641853,0.57917666,4.408385,梨,梨,fruit30_split/val/梨/68.jpg
0.8525972,1.548889,3.2838397,梨,梨,fruit30_split/val/梨/69.jpg
2.181537,0.15899296,4.56039,梨,梨,fruit30_split/val/梨/73.jpg
-0.14391886,0.5401683,2.6372504,梨,猕猴桃,fruit30_split/val/梨/76.jpg
0.3747077,0.55208623,2.6512506,梨,石榴,fruit30_split/val/梨/77.jpg
0.5610229,1.6686718,2.9436696,梨,梨,fruit30_split/val/梨/82.jpg
2.131903,0.24637797,4.4528737,梨,梨,fruit30_split/val/梨/85.jpg
0.33591333,0.5707216,4.7497845,梨,桂圆,fruit30_split/val/梨/87.jpg
0.05678622,0.37657544,2.7639668,梨,梨,fruit30_split/val/梨/92.jpg
-0.10100715,0.56003517,2.4857688,椰子,椰子,fruit30_split/val/椰子/102.jpg
0.052128322,0.73720133,3.067552,椰子,椰子,fruit30_split/val/椰子/104.jpg
0.6410447,0.7750145,2.8218238,椰子,椰子,fruit30_split/val/椰子/105.jpg
2.3517036,0.79535246,3.9989026,椰子,椰子,fruit30_split/val/椰子/107.jpeg
-0.05091139,1.2127178,3.0947037,椰子,椰子,fruit30_split/val/椰子/12.jpg
-0.058104336,0.6068805,2.8195288,椰子,椰子,fruit30_split/val/椰子/128.jpg
0.4985961,0.3951152,4.1865754,椰子,椰子,fruit30_split/val/椰子/133.jpg
3.7470984,1.0956887,3.3265269,椰子,椰子,fruit30_split/val/椰子/136.jpg
