X,Y,标注类别名称,预测类别,图像路径
-8.929704,30.70794,圣女果,西红柿,fruit30_split/val/圣女果/58.jpg
-34.370216,10.333834,圣女果,圣女果,fruit30_split/val/圣女果/60.jpeg
-32.418476,12.680785,圣女果,圣女果,fruit30_split/val/圣女果/61.jpg
-34.26006,11.970271,圣女果,圣女果,fruit30_split/val/圣女果/63.jpg
-37.643044,11.752858,圣女果,圣女果,fruit30_split/val/圣女果/65.jpg
-41.1374,8.790142,圣女果,圣女果,fruit30_split/val/圣女果/71.jpeg
-33.14946,25.620905,圣女果,圣女果,fruit30_split/val/圣女果/72.jpg
-35.01494,11.847078,圣女果,圣女果,fruit30_split/val/圣女果/76.jpg
-32.369053,18.449015,圣女果,西红柿,fruit30_split/val/圣女果/88.jpg
-1.720759,4.5268035,山竹,山竹,fruit30_split/val/山竹/101.jpg
-15.40535,4.9242954,山竹,山竹,fruit30_split/val/山竹/105.jpg
8.7752075,-4.4998026,山竹,山竹,fruit30_split/val/山竹/107.jpeg
-5.5691786,-2.9384222,山竹,山竹,fruit30_split/val/山竹/112.jpg
-6.9041653,9.568648,山竹,苹果-青,fruit30_split/val/山竹/114.jpg
-5.9354067,1.1435012,山竹,山竹,fruit30_split/val/山竹/129.jpg
1.7687913,19.150307,山竹,山竹,fruit30_split/val/山竹/140.jpg
-2.3779848,1.2330012,山竹,山竹,fruit30_split/val/山竹/143.jpg
-9.562388,3.0813718,山竹,山竹,fruit30_split/val/山竹/144.jpg
-11.166268,6.1146765,山竹,葡萄-红,fruit30_split/val/山竹/148.jpeg
-3.4962025,3.270102,山竹,山竹,fruit30_split/val/山竹/149.png
-4.9277854,1.4116564,山竹,山竹,fruit30_split/val/山竹/16.jpg
-16.413721,14.409874,山竹,山竹,fruit30_split/val/山竹/162.jpeg
-2.6762588,4.0826917,山竹,山竹,fruit30_split/val/山竹/166.jpg
-10.755824,3.8420234,山竹,葡萄-红,fruit30_split/val/山竹/173.jpg
-4.77436,5.8962574,山竹,山竹,fruit30_split/val/山竹/174.jpg
-4.6486497,3.3619673,山竹,山竹,fruit30_split/val/山竹/178.jpg
-6.2637544,4.4961486,山竹,山竹,fruit30_split/val/山竹/181.jpg
-7.8140597,-0.71712255,山竹,山竹,fruit30_split/val/山竹/194.jpg
-9.860374,2.9841053,山竹,山竹,fruit30_split/val/山竹/2.jpg
-4.357029,0.44122112,山竹,山竹,fruit30_split/val/山竹/24.jpg
-5.2569776,4.7095904,山竹,山竹,fruit30_split/val/山竹/25.jpg
-17.185932,13.746402,山竹,山竹,fruit30_split/val/山竹/33.jpg
-6.8811464,2.846829,山竹,山竹,fruit30_split/val/山竹/35.jpg
-6.8489323,4.771385,山竹,山竹,fruit30_split/val/山竹/4.jpg
-7.530983,0.052079596,山竹,山竹,fruit30_split/val/山竹/47.jpg
-10.959835,1.8990811,山竹,山竹,fruit30_split/val/山竹/5.jpg
-5.916355,0.7230568,山竹,山竹,fruit30_split/val/山竹/58.jpg
-24.742128,2.8481343,山竹,葡萄-红,fruit30_split/val/山竹/63.jpg
-3.472399,1.077775,山竹,山竹,fruit30_split/val/山竹/77.jpg
-4.546551,-3.304801,山竹,山竹,fruit30_split/val/山竹/78.jpg
12.82714,17.257378,山竹,椰子,fruit30_split/val/山竹/79.jpg
-5.6662507,-1.2758936,山竹,山竹,fruit30_split/val/山竹/87.jpg
-9.479245,1.0980881,山竹,山竹,fruit30_split/val/山竹/89.jpg
-6.2978754,-3.7633576,山竹,荔枝,fruit30_split/val/山竹/91.jpeg
-29.667608,-28.873749,杨梅,荔枝,fruit30_split/val/杨梅/102.jpg
-41.755615,5.7143493,杨梅,砂糖橘,fruit30_split/val/杨梅/119.jpeg
-28.597853,-18.60875,杨梅,杨梅,fruit30_split/val/杨梅/127.jpg
-31.336964,-26.823654,杨梅,杨梅,fruit30_split/val/杨梅/131.jpg
-10.369977,35.330143,杨梅,西瓜,fruit30_split/val/杨梅/138.jpg
-33.008926,-26.729338,杨梅,杨梅,fruit30_split/val/杨梅/155.jpg
-26.136658,-29.012924,杨梅,杨梅,fruit30_split/val/杨梅/159.jpg
-14.888023,-19.352495,杨梅,杨梅,fruit30_split/val/杨梅/16.jpg
-31.390963,-30.422958,杨梅,杨梅,fruit30_split/val/杨梅/167.jpeg
-25.284973,-30.00219,杨梅,杨梅,fruit30_split/val/杨梅/170.jpg
-33.755962,-30.678553,杨梅,杨梅,fruit30_split/val/杨梅/175.jpg
-32.599545,-13.761755,杨梅,杨梅,fruit30_split/val/杨梅/178.jpg
-32.08628,-23.642351,杨梅,杨梅,fruit30_split/val/杨梅/183.jpg
-33.141815,-25.171295,杨梅,杨梅,fruit30_split/val/杨梅/186.jpg
-31.552782,-25.566092,杨梅,杨梅,fruit30_split/val/杨梅/19.jpg
-37.40948,-17.62995,杨梅,杨梅,fruit30_split/val/杨梅/191.jpg
-30.182287,-24.936972,杨梅,杨梅,fruit30_split/val/杨梅/193.png
-29.470268,-26.412586,杨梅,杨梅,fruit30_split/val/杨梅/195.jpg
-19.474855,-32.91486,杨梅,草莓,fruit30_split/val/杨梅/196.jpg
-25.933357,-28.925518,杨梅,杨梅,fruit30_split/val/杨梅/200.jpg
-28.309397,-27.81601,杨梅,杨梅,fruit30_split/val/杨梅/25.jpg
-31.855429,-25.121254,杨梅,杨梅,fruit30_split/val/杨梅/26.jpg
-33.97341,-33.479927,杨梅,杨梅,fruit30_split/val/杨梅/27.jpg
-31.143023,-29.367441,杨梅,杨梅,fruit30_split/val/杨梅/36.jpg
-29.146902,-17.622128,杨梅,荔枝,fruit30_split/val/杨梅/46.jpg
-33.28873,-29.48981,杨梅,杨梅,fruit30_split/val/杨梅/47.jpg
-32.076443,-28.32014,杨梅,杨梅,fruit30_split/val/杨梅/5.jpg
-31.927176,-28.026398,杨梅,杨梅,fruit30_split/val/杨梅/50.jpg
-28.101347,-25.631018,杨梅,杨梅,fruit30_split/val/杨梅/62.jpg
-30.021093,-27.346493,杨梅,杨梅,fruit30_split/val/杨梅/71.jpg
-28.030697,-29.065725,杨梅,杨梅,fruit30_split/val/杨梅/75.jpg
-28.209282,-27.581768,杨梅,杨梅,fruit30_split/val/杨梅/81.jpeg
-31.176857,-21.489037,杨梅,杨梅,fruit30_split/val/杨梅/85.jpg
-33.830338,-32.99062,杨梅,杨梅,fruit30_split/val/杨梅/86.jpg
-34.176723,-28.072275,杨梅,杨梅,fruit30_split/val/杨梅/9.jpg
-28.861843,-30.529387,杨梅,杨梅,fruit30_split/val/杨梅/90.jpg
-26.847132,-30.871113,杨梅,杨梅,fruit30_split/val/杨梅/95.png
7.5417066,11.942257,柚子,柚子,fruit30_split/val/柚子/113.jpg
21.58171,11.7174015,柚子,柠檬,fruit30_split/val/柚子/114.jpg
7.937009,-9.969846,柚子,桂圆,fruit30_split/val/柚子/119.jpg
-12.467959,28.550358,柚子,梨,fruit30_split/val/柚子/132.jpg
26.334568,5.827779,柚子,柚子,fruit30_split/val/柚子/136.jpg
3.4425633,6.8574867,柚子,柚子,fruit30_split/val/柚子/137.jpg
-11.298201,21.356583,柚子,柚子,fruit30_split/val/柚子/150.jpg
18.358807,18.89001,柚子,柚子,fruit30_split/val/柚子/151.jpg
20.897575,9.751054,柚子,柚子,fruit30_split/val/柚子/154.jpg
17.87945,16.477097,柚子,柚子,fruit30_split/val/柚子/156.jpeg
1.7699223,7.618811,柚子,柚子,fruit30_split/val/柚子/16.jpg
31.448421,1.1272988,柚子,柚子,fruit30_split/val/柚子/165.jpeg
29.0841,2.6901793,柚子,柚子,fruit30_split/val/柚子/169.jpg
27.426676,0.82149374,柚子,柚子,fruit30_split/val/柚子/171.jpg
19.827517,15.144712,柚子,柚子,fruit30_split/val/柚子/175.jpg
22.086807,12.184433,柚子,柚子,fruit30_split/val/柚子/177.jpg
24.847462,12.266827,柚子,柚子,fruit30_split/val/柚子/181.jpg
36.56549,23.618757,柚子,哈密瓜,fruit30_split/val/柚子/183.jpg
-7.343303,10.761116,柚子,苹果-青,fruit30_split/val/柚子/191.png
4.7623186,10.049612,柚子,柚子,fruit30_split/val/柚子/193.jpg
4.793786,7.095195,柚子,柚子,fruit30_split/val/柚子/197.jpeg
23.409721,12.248844,柚子,柚子,fruit30_split/val/柚子/21.jpeg
-11.624516,19.216291,柚子,柠檬,fruit30_split/val/柚子/26.jpg
4.917461,7.821702,柚子,梨,fruit30_split/val/柚子/30.jpg
-12.611713,27.961325,柚子,柚子,fruit30_split/val/柚子/31.jpg
28.022821,3.548975,柚子,柚子,fruit30_split/val/柚子/49.jpg
1.751939,9.636987,柚子,柚子,fruit30_split/val/柚子/52.jpg
21.459602,2.350244,柚子,柚子,fruit30_split/val/柚子/53.jpg
6.1763506,8.80047,柚子,柚子,fruit30_split/val/柚子/56.jpg
26.329716,3.0004292,柚子,柚子,fruit30_split/val/柚子/62.jpg
27.653599,1.9743721,柚子,柚子,fruit30_split/val/柚子/66.png
25.138794,2.4507225,柚子,柚子,fruit30_split/val/柚子/7.jpg
26.438416,5.368948,柚子,柚子,fruit30_split/val/柚子/8.jpg
7.5009584,6.6247306,柚子,苹果-青,fruit30_split/val/柚子/81.jpg
1.0780925,9.426729,柚子,梨,fruit30_split/val/柚子/86.jpg
39.462025,-0.98808575,柚子,柚子,fruit30_split/val/柚子/89.jpg
26.678135,2.543374,柚子,柚子,fruit30_split/val/柚子/96.jpg
24.230656,8.041082,柠檬,柠檬,fruit30_split/val/柠檬/104.jpeg
7.1052995,7.514788,柠檬,柚子,fruit30_split/val/柠檬/106.jpg
2.5883567,13.7234535,柠檬,脐橙,fruit30_split/val/柠檬/11.jpg
3.9735796,21.372221,柠檬,柠檬,fruit30_split/val/柠檬/12.jpg
-9.023475,9.886916,柠檬,柠檬,fruit30_split/val/柠檬/129.jpeg
27.276371,12.057657,柠檬,柠檬,fruit30_split/val/柠檬/132.jpg
29.468342,8.798098,柠檬,柠檬,fruit30_split/val/柠檬/142.jpg
27.100622,10.404442,柠檬,柠檬,fruit30_split/val/柠檬/144.jpg
5.711995,-11.985547,柠檬,黄瓜,fruit30_split/val/柠檬/145.jpg
3.3392735,-12.904005,柠檬,柠檬,fruit30_split/val/柠檬/146.jpg
22.738281,15.011446,柠檬,柠檬,fruit30_split/val/柠檬/15.jpg
13.44995,-7.7581487,柠檬,苹果-青,fruit30_split/val/柠檬/152.jpg
24.747356,15.7568245,柠檬,柠檬,fruit30_split/val/柠檬/160.jpg
22.959734,9.393144,柠檬,柠檬,fruit30_split/val/柠檬/166.jpg
20.696842,10.820248,柠檬,柠檬,fruit30_split/val/柠檬/173.jpg
21.633331,17.399311,柠檬,柠檬,fruit30_split/val/柠檬/186.jpeg
16.291622,-25.433485,柠檬,柠檬,fruit30_split/val/柠檬/190.jpeg
23.715408,7.8343306,柠檬,柠檬,fruit30_split/val/柠檬/36.jpg
20.91253,17.18736,柠檬,柠檬,fruit30_split/val/柠檬/37.jpg
22.303665,15.712185,柠檬,柠檬,fruit30_split/val/柠檬/4.jpg
48.165188,1.718641,柠檬,柠檬,fruit30_split/val/柠檬/41.jpg
23.761887,17.942524,柠檬,柠檬,fruit30_split/val/柠檬/46.jpg
23.594637,10.830519,柠檬,柠檬,fruit30_split/val/柠檬/66.jpeg
23.561378,14.305847,柠檬,柠檬,fruit30_split/val/柠檬/80.jpg
20.094614,11.334561,柠檬,柠檬,fruit30_split/val/柠檬/82.jpg
17.850393,9.879619,柠檬,柠檬,fruit30_split/val/柠檬/87.jpg
23.812576,9.226204,柠檬,柠檬,fruit30_split/val/柠檬/91.jpg
2.8837965,2.623934,柠檬,柠檬,fruit30_split/val/柠檬/93.jpg
-18.501587,20.650452,柠檬,葡萄-白,fruit30_split/val/柠檬/98.jpg
5.6162014,23.577269,桂圆,桂圆,fruit30_split/val/桂圆/101.jpg
28.20168,40.617718,桂圆,桂圆,fruit30_split/val/桂圆/102.jpg
-17.225845,-3.6661353,桂圆,桂圆,fruit30_split/val/桂圆/109.jpg
8.3657055,24.148563,桂圆,桂圆,fruit30_split/val/桂圆/122.jpg
6.0064316,21.029402,桂圆,桂圆,fruit30_split/val/桂圆/135.jpg
8.660162,25.587173,桂圆,桂圆,fruit30_split/val/桂圆/138.jpg
5.301464,25.86665,桂圆,桂圆,fruit30_split/val/桂圆/144.jpg
6.6951685,23.363201,桂圆,桂圆,fruit30_split/val/桂圆/145.jpeg
8.166197,23.203896,桂圆,桂圆,fruit30_split/val/桂圆/151.jpg
3.815338,20.107224,桂圆,桂圆,fruit30_split/val/桂圆/152.jpg
8.922988,19.538532,桂圆,桂圆,fruit30_split/val/桂圆/157.jpg
9.345612,17.96547,桂圆,桂圆,fruit30_split/val/桂圆/168.jpeg
-14.107626,0.36444739,桂圆,桂圆,fruit30_split/val/桂圆/17.jpg
28.201376,40.617264,桂圆,桂圆,fruit30_split/val/桂圆/178.jpg
-15.751963,-1.8414258,桂圆,桂圆,fruit30_split/val/桂圆/184.jpg
-18.166277,-2.2212884,桂圆,桂圆,fruit30_split/val/桂圆/185.jpg
5.0222096,16.1672,桂圆,桂圆,fruit30_split/val/桂圆/187.jpeg
-16.343555,-1.406373,桂圆,桂圆,fruit30_split/val/桂圆/191.jpg
11.500598,19.629494,桂圆,桂圆,fruit30_split/val/桂圆/193.jpg
-14.878983,-1.2659144,桂圆,桂圆,fruit30_split/val/桂圆/2.jpg
8.226927,25.570545,桂圆,桂圆,fruit30_split/val/桂圆/22.jpeg
7.2821927,20.117659,桂圆,桂圆,fruit30_split/val/桂圆/26.png
-16.941635,-2.1023378,桂圆,桂圆,fruit30_split/val/桂圆/29.jpg
9.620143,21.552269,桂圆,桂圆,fruit30_split/val/桂圆/35.jpg
-16.469719,3.0756803,桂圆,桂圆,fruit30_split/val/桂圆/4.jpg
7.6250577,19.683945,桂圆,桂圆,fruit30_split/val/桂圆/42.jpg
8.572883,21.329329,桂圆,桂圆,fruit30_split/val/桂圆/48.jpg
7.69593,16.618584,桂圆,桂圆,fruit30_split/val/桂圆/49.jpg
12.418244,19.595037,桂圆,桂圆,fruit30_split/val/桂圆/52.jpg
7.533805,21.609192,桂圆,桂圆,fruit30_split/val/桂圆/60.jpg
9.694299,17.56431,桂圆,桂圆,fruit30_split/val/桂圆/66.jpg
-14.677437,-3.5057735,桂圆,桂圆,fruit30_split/val/桂圆/73.jpg
-16.106014,-0.29106483,桂圆,桂圆,fruit30_split/val/桂圆/79.jpg
10.723193,16.324654,桂圆,桂圆,fruit30_split/val/桂圆/82.jpg
7.846887,17.409225,桂圆,桂圆,fruit30_split/val/桂圆/87.jpeg
6.467746,21.975185,桂圆,桂圆,fruit30_split/val/桂圆/88.jpeg
-16.38054,0.98125637,桂圆,桂圆,fruit30_split/val/桂圆/90.jpeg
-15.506189,-3.01324,桂圆,桂圆,fruit30_split/val/桂圆/99.jpg
16.771166,0.33609998,梨,苹果-青,fruit30_split/val/梨/1.jpg
13.678343,-1.484797,梨,梨,fruit30_split/val/梨/11.jpg
12.078606,1.8262933,梨,梨,fruit30_split/val/梨/112.jpg
13.108868,8.904474,梨,梨,fruit30_split/val/梨/114.jpg
11.74749,8.23434,梨,梨,fruit30_split/val/梨/116.jpg
-1.3060623,19.544895,梨,梨,fruit30_split/val/梨/119.jpg
9.684181,7.6209064,梨,梨,fruit30_split/val/梨/12.jpg
10.263265,9.855007,梨,梨,fruit30_split/val/梨/127.jpg
10.781918,11.194613,梨,梨,fruit30_split/val/梨/132.jpg
10.734174,8.230714,梨,梨,fruit30_split/val/梨/133.jpg
10.876968,11.761697,梨,梨,fruit30_split/val/梨/135.jpg
11.136337,2.7040937,梨,梨,fruit30_split/val/梨/138.jpg
-12.161868,14.653047,梨,葡萄-红,fruit30_split/val/梨/150.jpg
15.902311,-0.10063955,梨,苹果-青,fruit30_split/val/梨/170.jpg
-13.908763,20.326717,梨,梨,fruit30_split/val/梨/174.jpeg
11.258333,-1.3136513,梨,梨,fruit30_split/val/梨/186.jpg
-8.705091,11.925497,梨,梨,fruit30_split/val/梨/19.jpg
-13.610096,21.563549,梨,梨,fruit30_split/val/梨/190.jpg
-7.3343997,17.326283,梨,梨,fruit30_split/val/梨/197.jpg
11.237097,-1.3306502,梨,梨,fruit30_split/val/梨/199.jpg
-4.861631,12.087939,梨,苹果-青,fruit30_split/val/梨/22.jpg
3.0744395,31.099277,梨,梨,fruit30_split/val/梨/23.jpg
17.79445,2.3617475,梨,梨,fruit30_split/val/梨/27.jpg
14.2734995,1.7191496,梨,梨,fruit30_split/val/梨/28.jpg
12.066737,6.1108375,梨,梨,fruit30_split/val/梨/34.jpg
30.935347,-22.99941,梨,苹果-红,fruit30_split/val/梨/43.jpg
11.575225,2.9592953,梨,梨,fruit30_split/val/梨/54.jpeg
9.467869,7.023663,梨,梨,fruit30_split/val/梨/55.jpg
-12.989588,19.479671,梨,梨,fruit30_split/val/梨/68.jpg
7.894836,1.3503877,梨,梨,fruit30_split/val/梨/69.jpg
-13.5582695,23.551704,梨,梨,fruit30_split/val/梨/73.jpg
10.263825,13.88664,梨,猕猴桃,fruit30_split/val/梨/76.jpg
9.658733,5.551338,梨,石榴,fruit30_split/val/梨/77.jpg
13.262077,5.703443,梨,梨,fruit30_split/val/梨/82.jpg
-14.277115,22.666782,梨,梨,fruit30_split/val/梨/85.jpg
11.408562,22.536552,梨,桂圆,fruit30_split/val/梨/87.jpg
12.7325325,-0.8468049,梨,梨,fruit30_split/val/梨/92.jpg
13.215805,10.4532795,椰子,椰子,fruit30_split/val/椰子/102.jpg
9.834707,2.6770413,椰子,椰子,fruit30_split/val/椰子/104.jpg
5.4863415,3.641225,椰子,椰子,fruit30_split/val/椰子/105.jpg
-13.987231,16.573486,椰子,椰子,fruit30_split/val/椰子/107.jpeg
33.173157,-7.7557464,椰子,椰子,fruit30_split/val/椰子/12.jpg
14.291492,8.169281,椰子,椰子,fruit30_split/val/椰子/128.jpg
11.545388,24.644737,椰子,椰子,fruit30_split/val/椰子/133.jpg
-5.575978,-34.814846,椰子,椰子,fruit30_split/val/椰子/136.jpg
34.01072,-1.3641489,椰子,椰子,fruit30_split/val/椰子/142.jpg
13.331449,26.083168,椰子,桂圆,fruit30_split/val/椰子/163.jpg
-5.1590962,15.773694,椰子,椰子,fruit30_split/val/椰子/165.jpg
35.249508,-4.9689145,椰子,椰子,fruit30_split/val/椰子/17.jpeg
34.681267,-6.867651,椰子,椰子,fruit30_split/val/椰子/170.jpg
34.496758,-6.3945794,椰子,椰子,fruit30_split/val/椰子/175.jpg
35.315327,-0.8919433,椰子,椰子,fruit30_split/val/椰子/176.jpg
-3.1435237,-1.2159152,椰子,椰子,fruit30_split/val/椰子/185.jpg
16.830845,-17.467575,椰子,西瓜,fruit30_split/val/椰子/187.jpg
13.396204,-12.386432,椰子,椰子,fruit30_split/val/椰子/190.jpg
-0.7941612,18.607615,椰子,椰子,fruit30_split/val/椰子/194.jpg
-14.730643,17.778316,椰子,椰子,fruit30_split/val/椰子/195.jpg
23.186783,-0.102066085,椰子,椰子,fruit30_split/val/椰子/196.jpg
16.010677,2.7873738,椰子,椰子,fruit30_split/val/椰子/197.png
-3.8281517,10.647252,椰子,椰子,fruit30_split/val/椰子/199.jpg
28.151619,-3.910667,椰子,椰子,fruit30_split/val/椰子/23.png
12.545091,25.503668,椰子,椰子,fruit30_split/val/椰子/25.jpg
10.10847,23.52622,椰子,桂圆,fruit30_split/val/椰子/30.jpg
23.516537,-7.4641905,椰子,椰子,fruit30_split/val/椰子/33.jpg
34.380016,-5.3623295,椰子,椰子,fruit30_split/val/椰子/36.jpg
27.58424,-4.9273534,椰子,椰子,fruit30_split/val/椰子/43.jpg
28.10256,-5.2086544,椰子,椰子,fruit30_split/val/椰子/49.jpg
10.065458,1.0851331,椰子,椰子,fruit30_split/val/椰子/5.jpg
-8.630178,-28.20718,椰子,桂圆,fruit30_split/val/椰子/57.jpg
26.274815,-4.8612947,椰子,椰子,fruit30_split/val/椰子/60.jpeg
33.61996,-4.875212,椰子,椰子,fruit30_split/val/椰子/78.jpg
33.99373,-2.2510576,椰子,椰子,fruit30_split/val/椰子/80.jpg
-15.121502,17.84725,椰子,椰子,fruit30_split/val/椰子/81.jpg
-8.653233,14.694532,椰子,椰子,fruit30_split/val/椰子/84.jpg
28.172977,-6.172935,椰子,椰子,fruit30_split/val/椰子/90.jpg
45.451786,-5.271549,榴莲,榴莲,fruit30_split/val/榴莲/10.jpg
4.5878143,-10.233275,榴莲,香蕉,fruit30_split/val/榴莲/101.jpg
-37.36059,-24.775694,榴莲,荔枝,fruit30_split/val/榴莲/102.jpg
49.296352,-5.5823684,榴莲,榴莲,fruit30_split/val/榴莲/106.jpg
-37.272736,-26.27766,榴莲,榴莲,fruit30_split/val/榴莲/112.jpg
40.373142,-5.62943,榴莲,榴莲,fruit30_split/val/榴莲/135.jpg
48.00481,-3.8893993,榴莲,榴莲,fruit30_split/val/榴莲/149.jpeg
47.152622,-10.815191,榴莲,榴莲,fruit30_split/val/榴莲/150.jpg
47.803043,-10.472551,榴莲,榴莲,fruit30_split/val/榴莲/161.jpg
48.47739,-6.0838695,榴莲,榴莲,fruit30_split/val/榴莲/163.jpg
43.499695,-5.967315,榴莲,榴莲,fruit30_split/val/榴莲/170.jpg
50.16402,-6.602425,榴莲,榴莲,fruit30_split/val/榴莲/181.jpg
42.81807,-1.8687845,榴莲,柚子,fruit30_split/val/榴莲/191.jpg
-9.541256,5.445282,榴莲,榴莲,fruit30_split/val/榴莲/198.jpg
42.620342,-5.0726256,榴莲,榴莲,fruit30_split/val/榴莲/20.jpg
-39.527958,-31.145481,榴莲,榴莲,fruit30_split/val/榴莲/3.jpg
52.576603,-7.536672,榴莲,榴莲,fruit30_split/val/榴莲/36.jpg
-38.71063,-30.443642,榴莲,榴莲,fruit30_split/val/榴莲/39.jpg
