X,Y,标注类别名称,预测类别,图像路径
-0.1481012,2.873362,哈密瓜,芒果,fruit30_split/val/哈密瓜/25.jpg
-0.99051017,4.284895,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/29.png
-0.65779567,4.286875,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/38.jpg
-2.8312225,2.7246168,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/44.jpg
-0.4947321,4.1792893,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/46.jpg
2.8136332,-0.728342,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/48.jpg
0.8765693,-0.30613357,哈密瓜,桂圆,fruit30_split/val/哈密瓜/56.jpg
-0.06288689,3.1009686,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/63.jpg
-0.3647432,3.952291,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/66.jpg
0.086461484,3.1283379,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/7.jpg
-0.8139869,4.4272065,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/70.jpg
-0.71495897,4.42096,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/75.jpg
-0.40277126,4.358271,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/84.jpg
0.19198012,3.4846544,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/9.jpg
-1.2513522,3.902776,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/90.jpg
-0.20111175,2.3740506,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/91.jpg
-0.2757533,4.1738577,哈密瓜,哈密瓜,fruit30_split/val/哈密瓜/.ipynb_checkpoints/116-checkpoint.jpg
-2.3615112,-0.93388426,圣女果,西红柿,fruit30_split/val/圣女果/100.jpeg
-0.47891405,-1.8716877,圣女果,圣女果,fruit30_split/val/圣女果/102.jpeg
-1.5213242,-1.4072597,圣女果,圣女果,fruit30_split/val/圣女果/114.jpg
-1.8780342,-1.2237499,圣女果,圣女果,fruit30_split/val/圣女果/12.jpg
-1.917412,-1.3281469,圣女果,西红柿,fruit30_split/val/圣女果/132.png
-2.128188,-1.336221,圣女果,圣女果,fruit30_split/val/圣女果/135.jpeg
-1.5788108,-1.8066614,圣女果,圣女果,fruit30_split/val/圣女果/138.jpeg
-0.58546424,-1.5934036,圣女果,圣女果,fruit30_split/val/圣女果/144.jpeg
-1.5722048,-1.7173402,圣女果,西红柿,fruit30_split/val/圣女果/150.jpg
-1.0810174,-1.643779,圣女果,圣女果,fruit30_split/val/圣女果/151.jpg
-1.7551241,-1.0982403,圣女果,西红柿,fruit30_split/val/圣女果/161.jpg
-1.1794645,-1.5677263,圣女果,圣女果,fruit30_split/val/圣女果/163.jpg
-1.1137519,-1.346937,圣女果,圣女果,fruit30_split/val/圣女果/175.png
-2.5627346,-0.25165898,圣女果,西红柿,fruit30_split/val/圣女果/181.jpg
-0.9758108,2.4558887,圣女果,西红柿,fruit30_split/val/圣女果/182.jpg
-1.8836491,-1.4487431,圣女果,圣女果,fruit30_split/val/圣女果/191.jpg
-2.1808484,-1.24786,圣女果,圣女果,fruit30_split/val/圣女果/196.jpg
-0.5977703,-0.29116157,圣女果,西红柿,fruit30_split/val/圣女果/22.jpg
-1.4692705,-1.5129309,圣女果,圣女果,fruit30_split/val/圣女果/26.jpg
-2.4181898,-0.8489536,圣女果,脐橙,fruit30_split/val/圣女果/27.jpg
-0.8391928,-1.4764949,圣女果,圣女果,fruit30_split/val/圣女果/28.jpg
-0.6234239,-1.4298605,圣女果,圣女果,fruit30_split/val/圣女果/31.jpg
-2.4215276,-0.13505246,圣女果,砂糖橘,fruit30_split/val/圣女果/35.jpg
-0.65315866,-1.7621808,圣女果,圣女果,fruit30_split/val/圣女果/39.jpeg
-1.3717043,-1.7326481,圣女果,圣女果,fruit30_split/val/圣女果/42.jpg
-1.4850352,-1.5843235,圣女果,圣女果,fruit30_split/val/圣女果/44.jpg
-1.0318681,-1.6669648,圣女果,圣女果,fruit30_split/val/圣女果/48.jpeg
-1.6203251,-1.173234,圣女果,圣女果,fruit30_split/val/圣女果/53.jpg
-1.5763626,-1.6609174,圣女果,黄瓜,fruit30_split/val/圣女果/56.jpg
-1.58963,-1.6475304,圣女果,西红柿,fruit30_split/val/圣女果/58.jpg
-1.3928094,-1.7607068,圣女果,圣女果,fruit30_split/val/圣女果/60.jpeg
-1.5232575,-1.6341373,圣女果,圣女果,fruit30_split/val/圣女果/61.jpg
-1.5602047,-1.6536292,圣女果,圣女果,fruit30_split/val/圣女果/63.jpg
-1.499801,-1.8779541,圣女果,圣女果,fruit30_split/val/圣女果/65.jpg
-0.7598191,-1.7420112,圣女果,圣女果,fruit30_split/val/圣女果/71.jpeg
-1.9328994,-1.4220525,圣女果,圣女果,fruit30_split/val/圣女果/72.jpg
-1.452728,-1.7830147,圣女果,圣女果,fruit30_split/val/圣女果/76.jpg
-1.7621965,-0.9988698,圣女果,西红柿,fruit30_split/val/圣女果/88.jpg
-0.04032157,0.6323435,山竹,山竹,fruit30_split/val/山竹/101.jpg
-3.0086246,1.1014574,山竹,山竹,fruit30_split/val/山竹/105.jpg
-1.3441653,1.3189796,山竹,山竹,fruit30_split/val/山竹/107.jpeg
-2.057225,1.3124243,山竹,山竹,fruit30_split/val/山竹/112.jpg
-3.2754903,1.6724913,山竹,苹果-青,fruit30_split/val/山竹/114.jpg
0.011578585,0.4604247,山竹,山竹,fruit30_split/val/山竹/129.jpg
-0.76825094,-0.39201146,山竹,山竹,fruit30_split/val/山竹/140.jpg
-0.070916004,0.68606675,山竹,山竹,fruit30_split/val/山竹/143.jpg
0.0019014062,0.6025092,山竹,山竹,fruit30_split/val/山竹/144.jpg
-2.3682961,1.1935356,山竹,葡萄-红,fruit30_split/val/山竹/148.jpeg
0.12971917,0.60355955,山竹,山竹,fruit30_split/val/山竹/149.png
-0.02882602,0.5070566,山竹,山竹,fruit30_split/val/山竹/16.jpg
-3.0230892,1.2749583,山竹,山竹,fruit30_split/val/山竹/162.jpeg
0.08156484,0.6182364,山竹,山竹,fruit30_split/val/山竹/166.jpg
0.022684319,0.63407946,山竹,葡萄-红,fruit30_split/val/山竹/173.jpg
-0.023672894,0.6551044,山竹,山竹,fruit30_split/val/山竹/174.jpg
0.061576005,0.560503,山竹,山竹,fruit30_split/val/山竹/178.jpg
0.009584628,0.4406762,山竹,山竹,fruit30_split/val/山竹/181.jpg
-0.26246995,0.3295535,山竹,山竹,fruit30_split/val/山竹/194.jpg
0.02379617,0.6301477,山竹,山竹,fruit30_split/val/山竹/2.jpg
-0.22274831,0.37154713,山竹,山竹,fruit30_split/val/山竹/24.jpg
0.048934273,0.53844076,山竹,山竹,fruit30_split/val/山竹/25.jpg
-2.995367,1.199924,山竹,山竹,fruit30_split/val/山竹/33.jpg
-0.083982304,0.5374633,山竹,山竹,fruit30_split/val/山竹/35.jpg
0.033974484,0.4860114,山竹,山竹,fruit30_split/val/山竹/4.jpg
-0.22646788,0.3184633,山竹,山竹,fruit30_split/val/山竹/47.jpg
-0.12079167,0.3557002,山竹,山竹,fruit30_split/val/山竹/5.jpg
-0.18649662,0.38470438,山竹,山竹,fruit30_split/val/山竹/58.jpg
-0.5588859,-0.62972194,山竹,葡萄-红,fruit30_split/val/山竹/63.jpg
-0.123233385,0.5171115,山竹,山竹,fruit30_split/val/山竹/77.jpg
-1.6326869,1.0708392,山竹,山竹,fruit30_split/val/山竹/78.jpg
-2.7260652,3.1443465,山竹,椰子,fruit30_split/val/山竹/79.jpg
-0.31103954,0.3415446,山竹,山竹,fruit30_split/val/山竹/87.jpg
-0.10010216,0.47725162,山竹,山竹,fruit30_split/val/山竹/89.jpg
-2.0173213,1.3806363,山竹,荔枝,fruit30_split/val/山竹/91.jpeg
3.2200947,-1.4274209,杨梅,荔枝,fruit30_split/val/杨梅/102.jpg
-0.5433605,-1.831029,杨梅,砂糖橘,fruit30_split/val/杨梅/119.jpeg
2.668123,-1.3453934,杨梅,杨梅,fruit30_split/val/杨梅/127.jpg
3.0390646,-1.0842444,杨梅,杨梅,fruit30_split/val/杨梅/131.jpg
1.2278975,2.4364965,杨梅,西瓜,fruit30_split/val/杨梅/138.jpg
3.0893366,-1.0941001,杨梅,杨梅,fruit30_split/val/杨梅/155.jpg
3.1761642,-1.5715427,杨梅,杨梅,fruit30_split/val/杨梅/159.jpg
1.0977001,-1.2451584,杨梅,杨梅,fruit30_split/val/杨梅/16.jpg
3.2450392,-1.2048472,杨梅,杨梅,fruit30_split/val/杨梅/167.jpeg
3.1416183,-1.5495418,杨梅,杨梅,fruit30_split/val/杨梅/170.jpg
3.2520325,-1.1798109,杨梅,杨梅,fruit30_split/val/杨梅/175.jpg
1.8897207,-0.5420848,杨梅,杨梅,fruit30_split/val/杨梅/178.jpg
2.9855618,-1.0529108,杨梅,杨梅,fruit30_split/val/杨梅/183.jpg
3.1012485,-1.0199536,杨梅,杨梅,fruit30_split/val/杨梅/186.jpg
2.9236636,-1.0033236,杨梅,杨梅,fruit30_split/val/杨梅/19.jpg
1.9002144,0.6274458,杨梅,杨梅,fruit30_split/val/杨梅/191.jpg
2.9296691,-1.0794014,杨梅,杨梅,fruit30_split/val/杨梅/193.png
2.8639746,-1.1797072,杨梅,杨梅,fruit30_split/val/杨梅/195.jpg
1.9977849,-0.56918067,杨梅,草莓,fruit30_split/val/杨梅/196.jpg
3.1420999,-1.5686774,杨梅,杨梅,fruit30_split/val/杨梅/200.jpg
3.249829,-1.3623027,杨梅,杨梅,fruit30_split/val/杨梅/25.jpg
3.0259416,-1.0340122,杨梅,杨梅,fruit30_split/val/杨梅/26.jpg
3.140583,-1.0191817,杨梅,杨梅,fruit30_split/val/杨梅/27.jpg
3.211607,-1.1897656,杨梅,杨梅,fruit30_split/val/杨梅/36.jpg
2.3178678,-1.6497183,杨梅,荔枝,fruit30_split/val/杨梅/46.jpg
3.200915,-1.1714815,杨梅,杨梅,fruit30_split/val/杨梅/47.jpg
3.2766225,-1.2375287,杨梅,杨梅,fruit30_split/val/杨梅/5.jpg
3.2198548,-1.1489717,杨梅,杨梅,fruit30_split/val/杨梅/50.jpg
2.5860558,-1.3843402,杨梅,杨梅,fruit30_split/val/杨梅/62.jpg
3.142668,-1.2133698,杨梅,杨梅,fruit30_split/val/杨梅/71.jpg
3.1392148,-1.4923241,杨梅,杨梅,fruit30_split/val/杨梅/75.jpg
3.2209582,-1.3782246,杨梅,杨梅,fruit30_split/val/杨梅/81.jpeg
2.3798456,-1.4469728,杨梅,杨梅,fruit30_split/val/杨梅/85.jpg
3.144121,-1.076612,杨梅,杨梅,fruit30_split/val/杨梅/86.jpg
3.3226144,-0.9382353,杨梅,杨梅,fruit30_split/val/杨梅/9.jpg
3.2166393,-1.3372868,杨梅,杨梅,fruit30_split/val/杨梅/90.jpg
3.2457259,-1.4897506,杨梅,杨梅,fruit30_split/val/杨梅/95.png
-3.0015776,3.2921286,柚子,柚子,fruit30_split/val/柚子/113.jpg
-1.2873204,2.4717078,柚子,柠檬,fruit30_split/val/柚子/114.jpg
0.09021747,2.5189095,柚子,桂圆,fruit30_split/val/柚子/119.jpg
-3.6557744,0.79767793,柚子,梨,fruit30_split/val/柚子/132.jpg
-1.1867772,2.94167,柚子,柚子,fruit30_split/val/柚子/136.jpg
-3.2394989,2.9978206,柚子,柚子,fruit30_split/val/柚子/137.jpg
-3.2986119,0.70693845,柚子,柚子,fruit30_split/val/柚子/150.jpg
-0.013472266,3.6065125,柚子,柚子,fruit30_split/val/柚子/151.jpg
-1.4576339,2.6930747,柚子,柚子,fruit30_split/val/柚子/154.jpg
-0.97656304,2.3464425,柚子,柚子,fruit30_split/val/柚子/156.jpeg
-3.3765945,2.938668,柚子,柚子,fruit30_split/val/柚子/16.jpg
-1.0702919,3.214821,柚子,柚子,fruit30_split/val/柚子/165.jpeg
-0.82969517,3.6636453,柚子,柚子,fruit30_split/val/柚子/169.jpg
-0.70002526,3.7403266,柚子,柚子,fruit30_split/val/柚子/171.jpg
-1.4127795,2.3025608,柚子,柚子,fruit30_split/val/柚子/175.jpg
-1.3644872,2.5266805,柚子,柚子,fruit30_split/val/柚子/177.jpg
-1.3392966,2.717073,柚子,柚子,fruit30_split/val/柚子/181.jpg
0.059211046,3.5173643,柚子,哈密瓜,fruit30_split/val/柚子/183.jpg
-3.3010967,1.6661719,柚子,苹果-青,fruit30_split/val/柚子/191.png
-3.0969245,2.633217,柚子,柚子,fruit30_split/val/柚子/193.jpg
-3.1613173,3.0044854,柚子,柚子,fruit30_split/val/柚子/197.jpeg
-1.3200489,2.70451,柚子,柚子,fruit30_split/val/柚子/21.jpeg
-3.3513658,0.9224809,柚子,柠檬,fruit30_split/val/柚子/26.jpg
-3.097187,3.009086,柚子,梨,fruit30_split/val/柚子/30.jpg
-3.6327825,0.6822036,柚子,柚子,fruit30_split/val/柚子/31.jpg
-0.75602955,3.679804,柚子,柚子,fruit30_split/val/柚子/49.jpg
-3.0863235,2.895155,柚子,柚子,fruit30_split/val/柚子/52.jpg
-3.0299776,3.476536,柚子,柚子,fruit30_split/val/柚子/53.jpg
-2.9404936,2.736877,柚子,柚子,fruit30_split/val/柚子/56.jpg
-0.7873636,3.6389482,柚子,柚子,fruit30_split/val/柚子/62.jpg
-0.3564831,3.7130845,柚子,柚子,fruit30_split/val/柚子/66.png
-0.7977898,3.6039271,柚子,柚子,fruit30_split/val/柚子/7.jpg
-1.0910028,3.1855352,柚子,柚子,fruit30_split/val/柚子/8.jpg
-2.8401108,3.0356348,柚子,苹果-青,fruit30_split/val/柚子/81.jpg
-3.2739563,2.694304,柚子,梨,fruit30_split/val/柚子/86.jpg
-0.4748768,3.4463387,柚子,柚子,fruit30_split/val/柚子/89.jpg
-0.74609184,3.6133132,柚子,柚子,fruit30_split/val/柚子/96.jpg
-0.90293795,2.692537,柠檬,柠檬,fruit30_split/val/柠檬/104.jpeg
-2.9475677,2.965188,柠檬,柚子,fruit30_split/val/柠檬/106.jpg
-2.2267182,2.2951121,柠檬,脐橙,fruit30_split/val/柠檬/11.jpg
-1.1375189,0.15790424,柠檬,柠檬,fruit30_split/val/柠檬/12.jpg
-3.2405586,1.4274288,柠檬,柠檬,fruit30_split/val/柠檬/129.jpeg
-1.064474,3.0478663,柠檬,柠檬,fruit30_split/val/柠檬/132.jpg
-0.6021695,2.740532,柠檬,柠檬,fruit30_split/val/柠檬/142.jpg
-0.6380455,3.061727,柠檬,柠檬,fruit30_split/val/柠檬/144.jpg
0.3042811,2.7525377,柠檬,黄瓜,fruit30_split/val/柠檬/145.jpg
0.343558,2.327023,柠檬,柠檬,fruit30_split/val/柠檬/146.jpg
-1.3239765,2.361359,柠檬,柠檬,fruit30_split/val/柠檬/15.jpg
-2.4077928,3.0852325,柠檬,苹果-青,fruit30_split/val/柠檬/152.jpg
-1.2423272,2.2648647,柠檬,柠檬,fruit30_split/val/柠檬/160.jpg
-1.0546436,2.7056456,柠檬,柠檬,fruit30_split/val/柠檬/166.jpg
-1.4023925,2.4820032,柠檬,柠檬,fruit30_split/val/柠檬/173.jpg
-1.1119362,2.3820646,柠檬,柠檬,fruit30_split/val/柠檬/186.jpeg
0.59293836,0.9596139,柠檬,柠檬,fruit30_split/val/柠檬/190.jpeg
-0.9187262,2.6812043,柠檬,柠檬,fruit30_split/val/柠檬/36.jpg
-1.0185026,2.2587678,柠檬,柠檬,fruit30_split/val/柠檬/37.jpg
-1.2769039,2.400199,柠檬,柠檬,fruit30_split/val/柠檬/4.jpg
-0.29186895,4.128168,柠檬,柠檬,fruit30_split/val/柠檬/41.jpg
-1.8553841,2.5135262,柠檬,柠檬,fruit30_split/val/柠檬/46.jpg
-1.0309901,2.6764264,柠檬,柠檬,fruit30_split/val/柠檬/66.jpeg
-1.2468028,2.32033,柠檬,柠檬,fruit30_split/val/柠檬/80.jpg
-1.5705001,2.5026374,柠檬,柠檬,fruit30_split/val/柠檬/82.jpg
-0.93709606,2.4055612,柠檬,柠檬,fruit30_split/val/柠檬/87.jpg
-1.0052477,2.5912187,柠檬,柠檬,fruit30_split/val/柠檬/91.jpg
-1.2710086,2.6630194,柠檬,柠檬,fruit30_split/val/柠檬/93.jpg
-3.4259462,1.2284471,柠檬,葡萄-白,fruit30_split/val/柠檬/98.jpg
-1.0664114,0.4762427,桂圆,桂圆,fruit30_split/val/桂圆/101.jpg
-1.190026,0.76259285,桂圆,桂圆,fruit30_split/val/桂圆/102.jpg
1.2512938,-0.31487998,桂圆,桂圆,fruit30_split/val/桂圆/109.jpg
-0.977867,0.6383128,桂圆,桂圆,fruit30_split/val/桂圆/122.jpg
-0.97105813,0.44496828,桂圆,桂圆,fruit30_split/val/桂圆/135.jpg
-0.8731123,0.70216936,桂圆,桂圆,fruit30_split/val/桂圆/138.jpg
-1.2531722,0.6200588,桂圆,桂圆,fruit30_split/val/桂圆/144.jpg
-1.0428733,0.5225552,桂圆,桂圆,fruit30_split/val/桂圆/145.jpeg
-1.0774512,0.637939,桂圆,桂圆,fruit30_split/val/桂圆/151.jpg
-1.0651377,0.16912642,桂圆,桂圆,fruit30_split/val/桂圆/152.jpg
-0.916507,0.6918712,桂圆,桂圆,fruit30_split/val/桂圆/157.jpg
-0.7885321,1.0834059,桂圆,桂圆,fruit30_split/val/桂圆/168.jpeg
1.0227475,-0.22331306,桂圆,桂圆,fruit30_split/val/桂圆/17.jpg
-1.0638752,0.5358296,桂圆,桂圆,fruit30_split/val/桂圆/178.jpg
1.1897166,-0.34038433,桂圆,桂圆,fruit30_split/val/桂圆/184.jpg
1.2779284,-0.27857366,桂圆,桂圆,fruit30_split/val/桂圆/185.jpg
-0.8270973,0.31759205,桂圆,桂圆,fruit30_split/val/桂圆/187.jpeg
1.057782,-0.33049557,桂圆,桂圆,fruit30_split/val/桂圆/191.jpg
-0.9013015,0.9088247,桂圆,桂圆,fruit30_split/val/桂圆/193.jpg
1.1546756,-0.33591622,桂圆,桂圆,fruit30_split/val/桂圆/2.jpg
-0.9048291,0.645088,桂圆,桂圆,fruit30_split/val/桂圆/22.jpeg
-0.9659075,0.61090726,桂圆,桂圆,fruit30_split/val/桂圆/26.png
1.1404785,-0.31606832,桂圆,桂圆,fruit30_split/val/桂圆/29.jpg
-0.9632305,0.74221396,桂圆,桂圆,fruit30_split/val/桂圆/35.jpg
1.1689638,-0.10371942,桂圆,桂圆,fruit30_split/val/桂圆/4.jpg
-0.9289979,0.6610621,桂圆,桂圆,fruit30_split/val/桂圆/42.jpg
-0.9018574,0.58978456,桂圆,桂圆,fruit30_split/val/桂圆/48.jpg
-0.7012926,0.85290176,桂圆,桂圆,fruit30_split/val/桂圆/49.jpg
-0.87394744,1.2533065,桂圆,桂圆,fruit30_split/val/桂圆/52.jpg
-0.97204363,0.55198777,桂圆,桂圆,fruit30_split/val/桂圆/60.jpg
-0.86101705,1.26955,桂圆,桂圆,fruit30_split/val/桂圆/66.jpg
1.1374272,-0.20664252,桂圆,桂圆,fruit30_split/val/桂圆/73.jpg
1.1026995,-0.29146752,桂圆,桂圆,fruit30_split/val/桂圆/79.jpg
-0.8377152,1.3069993,桂圆,桂圆,fruit30_split/val/桂圆/82.jpg
-0.7784235,0.918693,桂圆,桂圆,fruit30_split/val/桂圆/87.jpeg
-0.9753099,0.50844646,桂圆,桂圆,fruit30_split/val/桂圆/88.jpeg
1.0925581,-0.2252902,桂圆,桂圆,fruit30_split/val/桂圆/90.jpeg
1.1945938,-0.23494412,桂圆,桂圆,fruit30_split/val/桂圆/99.jpg
-3.0653713,3.9110177,梨,苹果-青,fruit30_split/val/梨/1.jpg
-3.005534,3.526482,梨,梨,fruit30_split/val/梨/11.jpg
-2.5217276,3.4767475,梨,梨,fruit30_split/val/梨/112.jpg
-2.4378552,3.7913098,梨,梨,fruit30_split/val/梨/114.jpg
-2.637818,3.588854,梨,梨,fruit30_split/val/梨/116.jpg
-1.6667873,0.52915525,梨,梨,fruit30_split/val/梨/119.jpg
-2.786661,3.1166828,梨,梨,fruit30_split/val/梨/12.jpg
-2.5888379,3.4190695,梨,梨,fruit30_split/val/梨/127.jpg
-2.5240555,3.7000346,梨,梨,fruit30_split/val/梨/132.jpg
-2.6763983,3.5189884,梨,梨,fruit30_split/val/梨/133.jpg
-2.4223208,3.8984272,梨,梨,fruit30_split/val/梨/135.jpg
-2.396342,3.4422987,梨,梨,fruit30_split/val/梨/138.jpg
-3.1927001,1.1362939,梨,葡萄-红,fruit30_split/val/梨/150.jpg
-3.0808523,3.7399557,梨,苹果-青,fruit30_split/val/梨/170.jpg
-3.490869,0.8417965,梨,梨,fruit30_split/val/梨/174.jpeg
-2.8798532,3.4547422,梨,梨,fruit30_split/val/梨/186.jpg
-3.0668638,1.6995946,梨,梨,fruit30_split/val/梨/19.jpg
-3.5740845,0.91353065,梨,梨,fruit30_split/val/梨/190.jpg
-3.3122225,1.0236591,梨,梨,fruit30_split/val/梨/197.jpg
-2.8586378,3.508019,梨,梨,fruit30_split/val/梨/199.jpg
-3.4393637,1.757911,梨,苹果-青,fruit30_split/val/梨/22.jpg
-1.6682129,0.86887205,梨,梨,fruit30_split/val/梨/23.jpg
-3.0606475,3.6017687,梨,梨,fruit30_split/val/梨/27.jpg
-2.6973274,3.6561592,梨,梨,fruit30_split/val/梨/28.jpg
-2.550619,3.096026,梨,梨,fruit30_split/val/梨/34.jpg
-2.2954154,0.76553196,梨,苹果-红,fruit30_split/val/梨/43.jpg
-2.4186685,3.5820832,梨,梨,fruit30_split/val/梨/54.jpeg
-2.6742105,3.3163795,梨,梨,fruit30_split/val/梨/55.jpg
-3.3914785,0.8145272,梨,梨,fruit30_split/val/梨/68.jpg
-2.3620992,3.5264611,梨,梨,fruit30_split/val/梨/69.jpg
-3.7105668,0.8426655,梨,梨,fruit30_split/val/梨/73.jpg
-2.296144,4.1755633,梨,猕猴桃,fruit30_split/val/梨/76.jpg
-2.696787,3.325828,梨,石榴,fruit30_split/val/梨/77.jpg
-1.5743325,3.087647,梨,梨,fruit30_split/val/梨/82.jpg
-3.6645367,0.87928814,梨,梨,fruit30_split/val/梨/85.jpg
-0.89366996,0.7411634,梨,桂圆,fruit30_split/val/梨/87.jpg
-2.718082,3.5894864,梨,梨,fruit30_split/val/梨/92.jpg
-2.4367704,3.8861005,椰子,椰子,fruit30_split/val/椰子/102.jpg
-2.2810924,3.416376,椰子,椰子,fruit30_split/val/椰子/104.jpg
-2.714037,3.110249,椰子,椰子,fruit30_split/val/椰子/105.jpg
-3.1054099,0.8928973,椰子,椰子,fruit30_split/val/椰子/107.jpeg
-1.7292659,3.667451,椰子,椰子,fruit30_split/val/椰子/12.jpg
-2.3351736,3.6604476,椰子,椰子,fruit30_split/val/椰子/128.jpg
-0.71373427,1.1276633,椰子,椰子,fruit30_split/val/椰子/133.jpg
2.8156948,1.2732897,椰子,椰子,fruit30_split/val/椰子/136.jpg
-1.6324908,3.4863896,椰子,椰子,fruit30_split/val/椰子/142.jpg
-0.52551323,1.210577,椰子,桂圆,fruit30_split/val/椰子/163.jpg
-2.473071,0.8326883,椰子,椰子,fruit30_split/val/椰子/165.jpg
-1.7090522,3.790892,椰子,椰子,fruit30_split/val/椰子/17.jpeg
-1.6010407,3.692582,椰子,椰子,fruit30_split/val/椰子/170.jpg
-1.7046467,3.7208335,椰子,椰子,fruit30_split/val/椰子/175.jpg
-1.6021138,3.517847,椰子,椰子,fruit30_split/val/椰子/176.jpg
-0.1662283,0.29643738,椰子,椰子,fruit30_split/val/椰子/185.jpg
-0.83640987,3.0911186,椰子,西瓜,fruit30_split/val/椰子/187.jpg
-2.1182327,2.9026377,椰子,椰子,fruit30_split/val/椰子/190.jpg
-1.5448354,0.44364607,椰子,椰子,fruit30_split/val/椰子/194.jpg
-3.0513062,0.7866515,椰子,椰子,fruit30_split/val/椰子/195.jpg
-1.5641012,2.921954,椰子,椰子,fruit30_split/val/椰子/196.jpg
-2.7456107,3.8017848,椰子,椰子,fruit30_split/val/椰子/197.png
-3.3830574,1.989935,椰子,椰子,fruit30_split/val/椰子/199.jpg
-2.5509,2.674181,椰子,椰子,fruit30_split/val/椰子/23.png
-0.58015484,1.1619364,椰子,椰子,fruit30_split/val/椰子/25.jpg
-0.9162002,0.9863051,椰子,桂圆,fruit30_split/val/椰子/30.jpg
-2.0387256,2.6971126,椰子,椰子,fruit30_split/val/椰子/33.jpg
-1.6730917,3.750229,椰子,椰子,fruit30_split/val/椰子/36.jpg
-2.5952156,2.770915,椰子,椰子,fruit30_split/val/椰子/43.jpg
-2.615395,2.7086883,椰子,椰子,fruit30_split/val/椰子/49.jpg
-2.4206338,3.3424065,椰子,椰子,fruit30_split/val/椰子/5.jpg
2.8051987,1.116662,椰子,桂圆,fruit30_split/val/椰子/57.jpg
-2.629111,3.069767,椰子,椰子,fruit30_split/val/椰子/60.jpeg
-1.5170381,3.7531157,椰子,椰子,fruit30_split/val/椰子/78.jpg
-1.6949496,3.5702484,椰子,椰子,fruit30_split/val/椰子/80.jpg
-3.0991228,0.8174712,椰子,椰子,fruit30_split/val/椰子/81.jpg
-2.9540222,1.0408645,椰子,椰子,fruit30_split/val/椰子/84.jpg
-2.538274,2.7943647,椰子,椰子,fruit30_split/val/椰子/90.jpg
1.54949,4.1140924,榴莲,榴莲,fruit30_split/val/榴莲/10.jpg
0.3533308,3.0753443,榴莲,香蕉,fruit30_split/val/榴莲/101.jpg
3.2807102,-0.7948987,榴莲,荔枝,fruit30_split/val/榴莲/102.jpg
1.6633778,4.276687,榴莲,榴莲,fruit30_split/val/榴莲/106.jpg
3.3879712,-0.7304643,榴莲,榴莲,fruit30_split/val/榴莲/112.jpg
